cycle_count,instr_count,int_instr_count,float_instr_count,branch_instr_count,loads,stores,int_regfile_reads,int_regfile_writes,float_regfile_reads,float_regfile_writes,function_calls,context_switches,mul_access,fp_access,ialu_access,path_index,idle_cycles,busy_cycles,branch_mispredictions,committed_instr,committed_int_instr,committed_float_instr,rob_reads,rob_writes,rename_reads,rename_writes,fp_rename_reads,fp_rename_writes,inst_window_writes,inst_window_reads,inst_window_wakeup_accesses,fp_inst_window_reads,fp_inst_window_writes,fp_inst_window_wakeup_accesses,cdb_mul_accesses,cdb_alu_accesses,cdb_fp_accesses,btb_reads,btb_writes,module_name,function_name,block_name,is_entry,is_exit,writes,reads,global_freq,freq,loadstore_instr,block_id
68,13,1,0,0,0,0,23,24,0,0,5,6,0,0,0,0,0,68,0,13,1,0,13,13,26,13,0,0,13,13,26,0,0,0,0,0,0,13,0,./objects//2mm.pgo.merged.ll,main,if.end,True,False,24,23,18014400000000000,1,0,3
58,12,4,0,0,3,0,28,20,0,0,1,1,0,0,0,1,0,58,0,12,4,0,12,12,24,12,0,0,12,12,24,0,0,0,0,0,0,12,0,./objects//2mm.pgo.merged.ll,print_array,for.end12,True,False,20,28,12338910000000,1,0,40
65761,29262,20735,0,3417,5840,0,57995,41967,0,0,2190,2190,1460,0,0,2,0,65761,0,29262,20735,0,29262,29262,58524,29262,0,0,29262,29262,58524,0,0,0,1460,0,0,29262,0,./objects//2mm.pgo.merged.ll,print_array,for.cond2.preheader,True,False,0,0,6132619000000000,497,0,35
60,12,3,0,0,3,0,35,16,0,0,2,2,0,0,0,3,0,60,0,12,3,0,12,12,24,12,0,0,12,12,24,0,0,0,0,0,0,12,0,./objects//2mm.pgo.merged.ll,print_array,entry,True,False,16,35,12338910000000,1,0,34
5,1,0,0,0,0,0,3,2,0,0,1,1,0,0,0,4,0,5,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//2mm.pgo.merged.ll,main,if.then,True,False,2,3,353218700000000,1,0,2
17,4,3,0,1,3,0,10,3,0,0,0,0,0,0,0,5,0,17,0,4,3,0,4,4,8,4,0,0,4,4,8,0,0,0,0,0,0,4,0,./objects//2mm.pgo.merged.ll,main,land.lhs.true,True,False,3,10,6004800000000000,1,0,1
21,5,3,0,0,2,0,15,8,0,0,2,2,0,0,0,6,0,21,0,5,3,0,5,5,10,5,0,0,5,5,10,0,0,0,0,0,0,5,0,./objects//2mm.pgo.merged.ll,xmalloc,if.then,True,False,8,15,4779330000000000,1,0,51
13,3,1,0,0,0,0,3,4,0,0,0,1,0,0,0,7,0,13,0,3,1,0,3,3,6,3,0,0,3,3,6,0,0,0,0,0,0,3,0,./objects//2mm.pgo.merged.ll,xmalloc,if.end,True,False,4,3,13235070000000000,1,0,50
2,2,1,0,1,0,0,3,1,0,0,0,0,0,0,0,8,0,2,0,2,1,0,2,2,4,2,0,0,2,2,4,0,0,0,0,0,0,2,0,./objects//2mm.pgo.merged.ll,xmalloc,entry,True,False,1,3,15624730000000000,1,0,49
20,8,4,0,1,1,1,20,9,0,0,1,1,0,0,0,9,0,20,0,8,4,0,8,8,16,8,0,0,8,8,16,0,0,0,0,0,0,8,0,./objects//2mm.pgo.merged.ll,xmalloc,entry,True,False,9,20,18014400000000000,1,0,48
