cycle_count,instr_count,int_instr_count,float_instr_count,branch_instr_count,loads,stores,int_regfile_reads,int_regfile_writes,float_regfile_reads,float_regfile_writes,function_calls,context_switches,mul_access,fp_access,ialu_access,path_index,idle_cycles,busy_cycles,branch_mispredictions,committed_instr,committed_int_instr,committed_float_instr,rob_reads,rob_writes,rename_reads,rename_writes,fp_rename_reads,fp_rename_writes,inst_window_writes,inst_window_reads,inst_window_wakeup_accesses,fp_inst_window_reads,fp_inst_window_writes,fp_inst_window_wakeup_accesses,cdb_mul_accesses,cdb_alu_accesses,cdb_fp_accesses,btb_reads,btb_writes,module_name,function_name,block_name,is_entry,is_exit,writes,reads,global_freq,freq,loadstore_instr,block_id
63,12,1,0,0,0,0,20,22,0,0,4,5,0,0,0,0,0,63,0,12,1,0,12,12,24,12,0,0,12,12,24,0,0,0,0,0,0,12,0,./objects//adi.pgo.merged.ll,main,if.end,True,False,22,20,72129870000,1,0,7
58,12,4,0,0,3,0,28,20,0,0,1,1,0,0,0,1,0,58,0,12,4,0,12,12,24,12,0,0,12,12,24,0,0,0,0,0,0,12,0,./objects//adi.pgo.merged.ll,print_array,for.end12,True,False,20,28,12338910000000,1,0,35
65761,29262,20735,0,3417,5840,0,57995,41967,0,0,2190,2190,1460,0,0,2,0,65761,0,29262,20735,0,29262,29262,58524,29262,0,0,29262,29262,58524,0,0,0,1460,0,0,29262,0,./objects//adi.pgo.merged.ll,print_array,for.cond2.preheader,True,False,0,0,6132619000000000,497,0,30
60,12,3,0,0,3,0,35,16,0,0,2,2,0,0,0,3,0,60,0,12,3,0,12,12,24,12,0,0,12,12,24,0,0,0,0,0,0,12,0,./objects//adi.pgo.merged.ll,print_array,entry,True,False,16,35,12338910000000,1,0,29
5,1,0,0,0,0,0,3,2,0,0,1,1,0,0,0,4,0,5,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//adi.pgo.merged.ll,main,if.then,True,False,2,3,1414292000,1,0,6
12,3,2,0,1,2,0,7,2,0,0,0,0,0,0,0,5,0,12,0,3,2,0,3,3,6,3,0,0,3,3,6,0,0,0,0,0,0,3,0,./objects//adi.pgo.merged.ll,main,land.lhs.true,True,False,2,7,24043290000,1,0,5
42,7,0,0,0,0,0,6,12,0,0,0,1,0,0,0,6,0,42,0,7,0,0,7,7,14,7,0,0,7,7,14,0,0,0,0,0,0,7,0,./objects//adi.pgo.merged.ll,kernel_adi,for.end227,True,False,12,6,144693000,1,0,28
67390363101,12966151048,11966154088,0,997002854,3116135213,1496751957,36393970859,11598142301,0,0,0,0,3985015202,6474030400,0,7,0,67390363101,0,12966151048,11966154088,0,12966151048,12966151048,25932302096,12966151048,0,0,12966151048,12966151048,25932302096,0,0,0,3985015202,0,6474030400,12966151048,0,./objects//adi.pgo.merged.ll,kernel_adi,for.cond15.preheader,True,False,1252,4760,36245610000,250,0,9
97,28,18,0,0,9,8,83,20,0,0,0,0,0,0,0,8,0,97,0,28,18,0,28,28,56,28,0,0,28,28,56,0,0,0,0,0,0,28,0,./objects//adi.pgo.merged.ll,kernel_adi,entry,True,False,20,83,144693000,1,0,8
7,3,1,0,1,0,0,8,3,0,0,1,1,0,0,0,9,0,7,0,3,1,0,3,3,6,3,0,0,3,3,6,0,0,0,0,0,0,3,0,./objects//adi.pgo.merged.ll,main,init_array.exit,True,False,3,8,72129870000,1,0,4
8245238,2251250,1001000,0,250250,0,249750,4000496,2002000,0,0,0,0,249750,0,0,10,0,8245238,0,2251250,1001000,0,2251250,2251250,4502500,2251250,0,0,2251250,2251250,4502500,0,0,0,249750,0,0,2251250,0,./objects//adi.pgo.merged.ll,main,vector.ph,True,False,1502,2502,36101000000000,500,0,1
21,5,3,0,0,2,0,15,8,0,0,2,2,0,0,0,11,0,21,0,5,3,0,5,5,10,5,0,0,5,5,10,0,0,0,0,0,0,5,0,./objects//adi.pgo.merged.ll,xmalloc,if.then,True,False,8,15,5504400000000000,1,0,46
13,3,1,0,0,0,0,3,4,0,0,0,1,0,0,0,12,0,13,0,3,1,0,3,3,6,3,0,0,3,3,6,0,0,0,0,0,0,3,0,./objects//adi.pgo.merged.ll,xmalloc,if.end,True,False,4,3,12510000000000000,1,0,45
2,2,1,0,1,0,0,3,1,0,0,0,0,0,0,0,13,0,2,0,2,1,0,2,2,4,2,0,0,2,2,4,0,0,0,0,0,0,2,0,./objects//adi.pgo.merged.ll,xmalloc,entry,True,False,1,3,15262200000000000,1,0,44
20,8,4,0,1,1,1,20,9,0,0,1,1,0,0,0,14,0,20,0,8,4,0,8,8,16,8,0,0,8,8,16,0,0,0,0,0,0,8,0,./objects//adi.pgo.merged.ll,xmalloc,entry,True,False,9,20,18014400000000000,1,0,43
5,3,2,0,0,0,0,6,3,0,0,0,0,1,0,0,15,0,5,0,3,2,0,3,3,6,3,0,0,3,3,6,0,0,0,1,0,0,3,0,./objects//adi.pgo.merged.ll,polybench_alloc_data,entry,True,False,3,6,18014400000000000,1,0,42
77,18,7,0,0,3,0,39,26,0,0,4,4,0,0,0,16,0,77,0,18,7,0,18,18,36,18,0,0,18,18,36,0,0,0,0,0,0,18,0,./objects//adi.pgo.merged.ll,main,entry,False,False,26,39,72129870000,1,0,0
6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,6,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//adi.pgo.merged.ll,polybench_flush_cache,entry,False,False,0,0,18014400000000000,1,0,36
6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,6,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//adi.pgo.merged.ll,polybench_prepare_instruments,entry,False,False,0,0,18014400000000000,1,0,37
7,2,1,0,0,0,1,3,0,0,0,0,1,0,0,0,19,0,7,0,2,1,0,2,2,4,2,0,0,2,2,4,0,0,0,0,0,0,2,0,./objects//adi.pgo.merged.ll,polybench_timer_start,entry,False,False,0,3,18014400000000000,1,0,38
7,2,1,0,0,0,1,3,0,0,0,0,1,0,0,0,20,0,7,0,2,1,0,2,2,4,2,0,0,2,2,4,0,0,0,0,0,0,2,0,./objects//adi.pgo.merged.ll,polybench_timer_stop,entry,False,False,0,3,18014400000000000,1,0,39
17,4,3,0,0,2,0,13,3,0,0,0,0,0,1,0,21,0,17,0,4,3,0,4,4,8,4,0,0,4,4,8,0,0,0,0,0,1,4,0,./objects//adi.pgo.merged.ll,polybench_timer_print,entry,False,False,3,13,18014400000000000,1,0,40
1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,22,0,1,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//adi.pgo.merged.ll,polybench_free_data,entry,False,False,0,3,18014400000000000,1,0,41
