cycle_count,instr_count,int_instr_count,float_instr_count,branch_instr_count,loads,stores,int_regfile_reads,int_regfile_writes,float_regfile_reads,float_regfile_writes,function_calls,context_switches,mul_access,fp_access,ialu_access,path_index,idle_cycles,busy_cycles,branch_mispredictions,committed_instr,committed_int_instr,committed_float_instr,rob_reads,rob_writes,rename_reads,rename_writes,fp_rename_reads,fp_rename_writes,inst_window_writes,inst_window_reads,inst_window_wakeup_accesses,fp_inst_window_reads,fp_inst_window_writes,fp_inst_window_wakeup_accesses,cdb_mul_accesses,cdb_alu_accesses,cdb_fp_accesses,btb_reads,btb_writes,module_name,function_name,block_name,is_entry,is_exit,writes,reads,global_freq,freq,loadstore_instr,block_id
29,5,0,0,0,0,0,7,8,0,0,1,2,0,0,0,0,0,29,0,5,0,0,5,5,10,5,0,0,5,5,10,0,0,0,0,0,0,5,0,./objects//seidel-2d.pgo.merged.ll,main,if.end,True,False,8,7,36082950000,1,0,7
58,12,4,0,0,3,0,28,20,0,0,1,1,0,0,0,1,0,58,0,12,4,0,12,12,24,12,0,0,12,12,24,0,0,0,0,0,0,12,0,./objects//seidel-2d.pgo.merged.ll,print_array,for.end12,True,False,20,28,12338910000000,1,0,21
65761,29262,20735,0,3417,5840,0,57995,41967,0,0,2190,2190,1460,0,0,2,0,65761,0,29262,20735,0,29262,29262,58524,29262,0,0,29262,29262,58524,0,0,0,1460,0,0,29262,0,./objects//seidel-2d.pgo.merged.ll,print_array,for.cond2.preheader,True,False,0,0,6132619000000000,497,0,16
60,12,3,0,0,3,0,35,16,0,0,2,2,0,0,0,3,0,60,0,12,3,0,12,12,24,12,0,0,12,12,24,0,0,0,0,0,0,12,0,./objects//seidel-2d.pgo.merged.ll,print_array,entry,True,False,16,35,12338910000000,1,0,15
5,1,0,0,0,0,0,3,2,0,0,1,1,0,0,0,4,0,5,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//seidel-2d.pgo.merged.ll,main,if.then,True,False,2,3,707499200,1,0,6
12,3,2,0,1,2,0,7,2,0,0,0,0,0,0,0,5,0,12,0,3,2,0,3,3,6,3,0,0,3,3,6,0,0,0,0,0,0,3,0,./objects//seidel-2d.pgo.merged.ll,main,land.lhs.true,True,False,2,7,12027650000,1,0,5
6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,6,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//seidel-2d.pgo.merged.ll,kernel_seidel_2d,for.end71,True,False,0,0,18050480,1,0,14
66888038774,14976004759,13977505008,0,998500751,2997000004,998001000,41927529266,13979003761,0,0,0,0,998500501,8982009000,0,7,0,66888038774,0,14976004759,13977505008,0,14976004759,14976004759,29952009518,14976004759,0,0,14976004759,14976004759,29952009518,0,0,0,998500501,0,8982009000,14976004759,0,./objects//seidel-2d.pgo.merged.ll,kernel_seidel_2d,for.cond1.preheader,True,False,0,0,4521646000,250,0,9
7,2,1,0,0,1,0,6,2,0,0,0,0,0,0,0,8,0,7,0,2,1,0,2,2,4,2,0,0,2,2,4,0,0,0,0,0,0,2,0,./objects//seidel-2d.pgo.merged.ll,kernel_seidel_2d,entry,True,False,2,6,18050480,1,0,8
7,3,1,0,1,0,0,5,3,0,0,1,1,0,0,0,9,0,7,0,3,1,0,3,3,6,3,0,0,3,3,6,0,0,0,0,0,0,3,0,./objects//seidel-2d.pgo.merged.ll,main,init_array.exit,True,False,3,5,36082950000,1,0,4
