cycle_count,instr_count,int_instr_count,float_instr_count,branch_instr_count,loads,stores,int_regfile_reads,int_regfile_writes,float_regfile_reads,float_regfile_writes,function_calls,context_switches,mul_access,fp_access,ialu_access,path_index,idle_cycles,busy_cycles,branch_mispredictions,committed_instr,committed_int_instr,committed_float_instr,rob_reads,rob_writes,rename_reads,rename_writes,fp_rename_reads,fp_rename_writes,inst_window_writes,inst_window_reads,inst_window_wakeup_accesses,fp_inst_window_reads,fp_inst_window_writes,fp_inst_window_wakeup_accesses,cdb_mul_accesses,cdb_alu_accesses,cdb_fp_accesses,btb_reads,btb_writes,module_name,function_name,block_name,is_entry,is_exit,writes,reads,global_freq,freq,loadstore_instr,block_id
29,5,0,0,0,0,0,7,8,0,0,1,2,0,0,0,0,0,29,0,5,0,0,5,5,10,5,0,0,5,5,10,0,0,0,0,0,0,5,0,./objects//lu.pgo.merged.ll,main,if.end,True,False,8,7,18014400000000000,1,0,3
58,12,4,0,0,3,0,28,20,0,0,1,1,0,0,0,1,0,58,0,12,4,0,12,12,24,12,0,0,12,12,24,0,0,0,0,0,0,12,0,./objects//lu.pgo.merged.ll,print_array,for.end12,True,False,20,28,12338910000000,1,0,56
65761,29262,20735,0,3417,5840,0,57995,41967,0,0,2190,2190,1460,0,0,2,0,65761,0,29262,20735,0,29262,29262,58524,29262,0,0,29262,29262,58524,0,0,0,1460,0,0,29262,0,./objects//lu.pgo.merged.ll,print_array,for.cond2.preheader,True,False,0,0,6132619000000000,497,0,51
60,12,3,0,0,3,0,35,16,0,0,2,2,0,0,0,3,0,60,0,12,3,0,12,12,24,12,0,0,12,12,24,0,0,0,0,0,0,12,0,./objects//lu.pgo.merged.ll,print_array,entry,True,False,16,35,12338910000000,1,0,50
5,1,0,0,0,0,0,3,2,0,0,1,1,0,0,0,4,0,5,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//lu.pgo.merged.ll,main,if.then,True,False,2,3,353218700000000,1,0,2
12,3,2,0,1,2,0,7,2,0,0,0,0,0,0,0,5,0,12,0,3,2,0,3,3,6,3,0,0,3,3,6,0,0,0,0,0,0,3,0,./objects//lu.pgo.merged.ll,main,land.lhs.true,True,False,2,7,6004800000000000,1,0,1
21,5,3,0,0,2,0,15,8,0,0,2,2,0,0,0,6,0,21,0,5,3,0,5,5,10,5,0,0,5,5,10,0,0,0,0,0,0,5,0,./objects//lu.pgo.merged.ll,xmalloc,if.then,True,False,8,15,7881299000000000,1,0,67
13,3,1,0,0,0,0,3,4,0,0,0,1,0,0,0,7,0,13,0,3,1,0,3,3,6,3,0,0,3,3,6,0,0,0,0,0,0,3,0,./objects//lu.pgo.merged.ll,xmalloc,if.end,True,False,4,3,10133100000000000,1,0,66
2,2,1,0,1,0,0,3,1,0,0,0,0,0,0,0,8,0,2,0,2,1,0,2,2,4,2,0,0,2,2,4,0,0,0,0,0,0,2,0,./objects//lu.pgo.merged.ll,xmalloc,entry,True,False,1,3,14073750000000000,1,0,65
20,8,4,0,1,1,1,20,9,0,0,1,1,0,0,0,9,0,20,0,8,4,0,8,8,16,8,0,0,8,8,16,0,0,0,0,0,0,8,0,./objects//lu.pgo.merged.ll,xmalloc,entry,True,False,9,20,18014400000000000,1,0,64
5,3,2,0,0,0,0,6,3,0,0,0,0,1,0,0,10,0,5,0,3,2,0,3,3,6,3,0,0,3,3,6,0,0,0,1,0,0,3,0,./objects//lu.pgo.merged.ll,polybench_alloc_data,entry,True,False,3,6,18014400000000000,1,0,63
38,8,1,0,0,0,0,10,14,0,0,0,0,0,0,0,11,0,38,0,8,1,0,8,8,16,8,0,0,8,8,16,0,0,0,0,0,0,8,0,./objects//lu.pgo.merged.ll,init_array,for.end98,True,False,14,10,18156230,1,0,26
8923525,3969915,2977192,0,992722,990722,990722,8430177,2484844,0,0,0,0,0,0,0,12,0,8923525,0,3969915,2977192,0,3969915,3969915,7939830,3969915,0,0,3969915,3969915,7939830,0,0,0,0,0,0,3969915,0,./objects//lu.pgo.merged.ll,init_array,vector.memcheck7,True,False,1000,2001,18165310000,1000,0,20
1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,13,0,1,0,1,1,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//lu.pgo.merged.ll,init_array,for.cond81.preheader.preheader,True,False,2,2,18156230,1,0,19
59568211664,15897281026,14897039141,0,996251904,5955209127,1984408250,43692886171,14909061780,0,0,0,0,1986408252,62500,0,14,0,59568211664,0,15897281026,14897039141,0,15897281026,15897281026,31794562052,15897281026,0,0,15897281026,15897281026,31794562052,0,0,0,1986408252,0,62500,15897281026,0,./objects//lu.pgo.merged.ll,init_array,for.cond48.preheader,True,False,8004,14007,18165310000,1000,0,11
13,5,1,0,0,0,0,15,9,0,0,2,2,0,0,0,15,0,13,0,5,1,0,5,5,10,5,0,0,5,5,10,0,0,0,0,0,0,5,0,./objects//lu.pgo.merged.ll,init_array,for.end25,True,False,9,15,18156230,1,0,10
34056032,8025014,6019010,0,1002501,2000,1001501,16047025,9033517,0,0,1000,1000,1002501,2001001,0,16,0,34056032,0,8025014,6019010,0,8025014,8025014,16050028,8025014,0,0,8025014,8025014,16050028,0,0,0,1002501,0,2001001,8025014,0,./objects//lu.pgo.merged.ll,init_array,for.cond1.preheader,True,False,12006,11006,18165310000,1000,0,5
48,10,2,0,0,2,0,23,10,0,0,0,0,0,0,0,17,0,48,0,10,2,0,10,10,20,10,0,0,10,10,20,0,0,0,0,0,0,10,0,./objects//lu.pgo.merged.ll,init_array,entry,True,False,10,23,18156230,1,0,4
24,4,0,0,0,0,0,3,6,0,0,0,1,0,0,0,18,0,24,0,4,0,0,4,4,8,4,0,0,4,4,8,0,0,0,0,0,0,4,0,./objects//lu.pgo.merged.ll,kernel_lu,for.end55,True,False,6,3,54468750,1,0,49
