block_id,temp_max_etc,temp_max_baseline,temp_diff
27,77.0,77.0,0.0
5,77.0,77.0,0.0
19,77.0,77.0,0.0
26,77.0,77.0,0.0
4,77.0,77.0,0.0
18,77.0,77.0,0.0
25,61.28000000000003,61.31,-0.029999999999972715
0,77.0,77.0,0.0
3,77.0,77.0,0.0
17,77.0,77.0,0.0
24,61.28000000000003,61.31,-0.029999999999972715
2,77.0,77.0,0.0
16,79.21000000000004,79.22000000000003,-0.009999999999990905
23,68.03000000000003,68.03000000000003,0.0
1,77.0,77.0,0.0
15,79.21000000000004,79.22000000000003,-0.009999999999990905
22,68.03000000000003,68.03000000000003,0.0
14,56.93000000000001,56.99000000000001,-0.060000000000002274
10,77.0,77.0,0.0
21,70.57000000000005,70.56,0.010000000000047748
13,56.93000000000001,56.99000000000001,-0.060000000000002274
9,77.0,77.0,0.0
20,70.57000000000005,70.56,0.010000000000047748
12,62.700000000000045,62.710000000000036,-0.009999999999990905
8,77.0,77.0,0.0
11,62.700000000000045,62.710000000000036,-0.009999999999990905
6,77.0,77.0,0.0
7,77.0,77.0,0.0
