block_id,temp_max_etc,temp_max_baseline,temp_diff
0,77.0,77.0,0.0
26,77.0,77.0,0.0
27,77.0,77.0,0.0
28,77.0,77.0,0.0
29,77.0,77.0,0.0
30,77.0,77.0,0.0
31,77.0,77.0,0.0
1,77.0,77.0,0.0
32,77.0,77.0,0.0
4,77.0,77.0,0.0
9,77.0,77.0,0.0
2,77.0,77.0,0.0
33,77.0,77.0,0.0
5,77.0,77.0,0.0
6,78.69,78.70000000000005,-0.010000000000047748
7,78.69,78.70000000000005,-0.010000000000047748
10,77.0,77.0,0.0
11,79.44,79.45000000000005,-0.010000000000047748
12,,,
13,,,
14,81.58000000000004,81.60000000000002,-0.01999999999998181
15,57.69,57.59000000000003,0.0999999999999659
16,,,
17,,,
3,77.0,77.0,0.0
19,77.0,77.0,0.0
34,77.0,77.0,0.0
8,78.69,78.70000000000005,-0.010000000000047748
18,,,
20,,,
21,,,
22,,,
23,,,
24,,,
36,77.0,77.0,0.0
35,77.0,77.0,0.0
25,,,
