block_id,temp_max_etc,temp_max_baseline,temp_diff
21,77.08000000000004,77.11000000000001,-0.029999999999972715
5,77.15000000000003,77.20000000000005,-0.05000000000001137
10,77.15000000000003,77.20000000000005,-0.05000000000001137
17,77.15000000000003,77.20000000000005,-0.05000000000001137
20,77.15000000000003,77.20000000000005,-0.05000000000001137
4,77.20000000000005,77.27000000000004,-0.06999999999999318
9,77.21000000000004,77.27000000000004,-0.060000000000002274
16,80.29000000000002,81.53000000000003,-1.240000000000009
19,75.56,77.14000000000004,-1.580000000000041
0,77.20000000000005,77.27000000000004,-0.06999999999999318
3,77.25,77.33000000000004,-0.08000000000004093
8,77.26000000000005,77.33000000000004,-0.06999999999999318
15,80.29000000000002,81.53000000000003,-1.240000000000009
18,75.56,77.15000000000003,-1.5900000000000318
2,77.86000000000001,78.12,-0.2599999999999909
6,77.25,77.33000000000004,-0.08000000000004093
7,77.30000000000001,77.38,-0.07999999999998408
14,79.61000000000001,81.48000000000002,-1.8700000000000045
1,77.88,78.14000000000004,-0.26000000000004775
13,79.61000000000001,81.48000000000002,-1.8700000000000045
12,79.55000000000001,81.45000000000005,-1.900000000000034
11,79.55000000000001,81.45000000000005,-1.900000000000034
