block_id,temp_max_etc,temp_max_baseline,temp_diff
0,77.01000000000005,77.01000000000005,0.0
33,77.01000000000005,77.01000000000005,0.0
34,77.01000000000005,77.01000000000005,0.0
35,77.02000000000004,77.02000000000004,0.0
36,77.02000000000004,77.02000000000004,0.0
37,77.01000000000005,77.02000000000004,-0.009999999999990905
38,77.02000000000004,77.04000000000002,-0.01999999999998181
1,77.04000000000002,77.05000000000001,-0.009999999999990905
2,79.12,79.13,-0.009999999999990905
3,79.12,79.14000000000004,-0.020000000000038654
39,77.03000000000003,77.04000000000002,-0.009999999999990905
4,79.12,79.15000000000003,-0.03000000000002956
40,77.04000000000002,77.06,-0.01999999999998181
5,79.12,79.16000000000003,-0.040000000000020464
8,,,
41,77.07000000000005,77.10000000000002,-0.029999999999972715
6,79.13,79.17000000000002,-0.040000000000020464
9,,,
10,,,
11,,,
43,77.08000000000004,77.11000000000001,-0.029999999999972715
42,77.08000000000004,77.11000000000001,-0.029999999999972715
7,79.13,79.17000000000002,-0.040000000000020464
26,79.13,79.17000000000002,-0.040000000000020464
12,,,
27,,,
28,,,
29,,,
30,,,
31,,,
13,,,
14,,,
15,,,
16,,,
17,,,
18,,,
32,,,
19,,,
20,,,
21,,,
22,,,
23,,,
24,,,
25,,,
