block_id,temp_max_etc,temp_max_baseline,temp_diff
0,77.01000000000005,77.02000000000004,-0.009999999999990905
1,77.02000000000004,77.03000000000003,-0.009999999999990905
28,77.02000000000004,77.04000000000002,-0.01999999999998181
4,79.43,79.44,-0.009999999999990905
29,77.04000000000002,77.06,-0.01999999999998181
5,79.43,79.44,-0.009999999999990905
8,79.43,79.44,-0.009999999999990905
30,77.06,77.10000000000002,-0.040000000000020464
6,79.43,79.44,-0.009999999999990905
9,,,
7,79.43,79.44,-0.009999999999990905
