block_id,temp_mean,temp_max,temp_area_weighted_mean,execution_cycles,execution_time,required_voltage,required_voltage_value
0,350.16,350.16,350.16,71.0,2.3666666666666667e-08,3,0.645
26,350.16,350.16,350.16,6.0,2e-09,3,0.645
27,350.16,350.16,350.16,6.0,2e-09,3,0.645
28,350.16,350.17,350.16,7.0,2.333333333333333e-09,3,0.645
29,350.16,350.17,350.16,7.0,2.333333333333333e-09,3,0.645
30,350.16,350.17,350.16,17.0,5.666666666666667e-09,3,0.645
31,350.16,350.19,350.16,1.0,3.3333333333333327e-10,3,0.645
1,350.17,350.18,350.17,12.0,4e-09,3,0.645
32,350.17,350.19,350.17,5.0,1.6666666666666667e-09,3,0.645
4,350.17,350.18,350.17,36.0,1.2e-08,3,0.645
11,350.17,350.18,350.17,44.0,1.4666666666666669e-08,3,0.645
2,350.18,350.19,350.18,5.0,1.6666666666666667e-09,3,0.645
33,350.18,350.21,350.18,20.0,6.666666666666667e-09,3,0.645
5,350.18,350.19,350.18,16800.0,5.6e-06,3,0.645
12,350.19,350.33,350.19,950.5,3.1683333333333333e-07,3,0.645
13,351.83,352.55,351.87,43850360.0,0.0146167866666666,2,0.64
14,351.85,352.56,351.88,1901.0,6.336666666666667e-07,2,0.64
15,,,0.0,0.0,0.0,0,0.63
16,,,0.0,430.6953,1.435651e-07,0,0.63
17,351.87,352.56,351.9,6601.519,2.200506333333333e-06,2,0.64
18,353.61,354.69,353.66,22237690.0,0.0074125633333333,1,0.635
19,,,0.0,3802.0,1.2673333333333331e-06,0,0.63
3,350.19,350.2,350.19,63.0,2.1e-08,3,0.645
21,350.19,350.21,350.19,51.0,1.7e-08,3,0.645
34,350.19,350.25,350.19,2.0,6.666666666666665e-10,3,0.645
6,350.19,350.22,350.19,36.0,1.2e-08,3,0.645
20,,,0.0,36.0,1.2e-08,0,0.63
24,350.16,350.17,350.16,672.0099,2.240033e-07,3,0.645
22,350.2,350.23,350.2,288.0043,9.600143333333335e-08,3,0.645
23,350.21,350.25,350.21,176.0026,5.866753333333333e-08,3,0.645
36,350.2,350.26,350.21,21.0,7e-09,3,0.645
35,350.2,350.26,350.2,13.0,4.333333333333333e-09,3,0.645
8,350.16,350.2,350.16,58771320.0,0.01959044,3,0.645
9,350.17,350.23,350.18,3802.0,1.2673333333333331e-06,3,0.645
7,350.2,350.23,350.2,2851.5,9.505e-07,3,0.645
25,350.17,350.18,350.17,46.0,1.5333333333333335e-08,3,0.645
10,350.18,350.24,350.19,6.0,2e-09,3,0.645
