block_id,temp_mean,temp_max,temp_area_weighted_mean,execution_cycles,execution_time,required_voltage,required_voltage_value
0,350.16,350.16,350.16,76.0,2.533333333333333e-08,3,0.645
43,350.16,350.16,350.16,6.0,2e-09,3,0.645
44,350.16,350.16,350.16,6.0,2e-09,3,0.645
45,350.16,350.17,350.16,7.0,2.333333333333333e-09,3,0.645
46,350.16,350.17,350.16,7.0,2.333333333333333e-09,3,0.645
47,350.16,350.17,350.16,17.0,5.666666666666667e-09,3,0.645
48,350.16,350.19,350.16,1.0,3.3333333333333327e-10,3,0.645
1,350.17,350.19,350.17,17.0,5.666666666666667e-09,3,0.645
49,350.17,350.19,350.17,5.0,1.6666666666666667e-09,3,0.645
4,350.17,350.19,350.17,67.0,2.233333333333333e-08,3,0.645
27,350.17,350.17,350.17,30.0,1e-08,3,0.645
2,350.18,350.2,350.18,5.0,1.6666666666666667e-09,3,0.645
50,350.18,350.21,350.18,20.0,6.666666666666667e-09,3,0.645
5,350.18,350.21,350.18,1001.0,3.336666666666667e-07,3,0.645
6,,,0.0,0.0,0.0,0,0.63
7,,,0.0,304.9922,1.0166406666666668e-07,0,0.63
8,350.19,350.25,350.19,2482.949,8.276496666666667e-07,3,0.645
9,351.93,352.63,351.97,35099960.0,0.0116999866666666,2,0.64
10,,,0.0,3003.0,1.001e-06,0,0.63
32,339.31,339.38,339.32,16783200000.0,5.5944,4,0.65
33,343.29,344.57,343.25,30000020.0,0.0100000066666666,4,0.65
34,343.3,344.56,343.26,2502.5,8.341666666666667e-07,4,0.65
28,350.18,350.2,350.18,5005.0,1.6683333333333334e-06,3,0.645
29,350.28,350.37,350.29,1200001.0,0.0004000003333333,3,0.645
30,350.29,350.41,350.3,1.0,3.3333333333333327e-10,3,0.645
31,350.32,350.44,350.33,599999.9,0.0001999999666666,3,0.645
3,350.19,350.21,350.19,58.0,1.933333333333333e-08,3,0.645
36,350.19,350.21,350.19,60.0,2e-08,3,0.645
51,350.19,350.25,350.19,2.0,6.666666666666665e-10,3,0.645
11,,,0.0,23.0,7.666666666666667e-09,0,0.63
35,343.3,344.53,343.27,42.0,1.4e-08,4,0.65
37,,,0.0,0.0,0.0,0,0.63
38,,,0.0,13139.7,4.3799e-06,0,0.63
39,,,0.0,11679.73,3.8932433333333335e-06,0,0.63
40,,,0.0,37959.14,1.2653046666666666e-05,0,0.63
41,,,0.0,2982.088,9.940293333333334e-07,0,0.63
53,350.2,350.26,350.21,21.0,7e-09,3,0.645
52,350.2,350.26,350.2,13.0,4.333333333333333e-09,3,0.645
12,350.16,350.19,350.16,4004.0,1.3346666666666667e-06,3,0.645
13,,,0.0,1001.0,3.336666666666667e-07,0,0.63
14,,,0.0,3.910156,1.3033853333333332e-09,0,0.63
15,,,0.0,1986.359,6.621196666666667e-07,0,0.63
16,,,0.0,7572994.0,0.0025243313333333,0,0.63
17,,,0.0,993.1796,3.310598666666667e-07,0,0.63
18,,,0.0,504.4101,1.681367e-07,0,0.63
19,,,0.0,20176.4,6.725466666666667e-06,0,0.63
20,,,0.0,1001.0,3.336666666666667e-07,0,0.63
21,,,0.0,1500.0,5e-07,0,0.63
22,,,0.0,1488.281,4.960936666666666e-07,0,0.63
23,,,0.0,310058.6,0.0001033528666666,0,0.63
24,,,0.0,992.1874,3.3072913333333333e-07,0,0.63
25,,,0.0,3759.765,1.253255e-06,0,0.63
42,,,0.0,58.0,1.933333333333333e-08,0,0.63
26,350.17,350.2,350.17,36.0,1.2e-08,3,0.645
