block_id,temp_mean,temp_max,temp_area_weighted_mean,execution_cycles,execution_time,dvs_calling_count,required_voltage_value,obtained_frequency
0,350.15,350.16,350.15,49.0,1.6333333333333334e-08,1,0.65,3.0366143
38,350.15,350.16,350.15,6.0,2e-09,1,0.65,3.0366143
39,350.15,350.16,350.15,6.0,2e-09,1,0.65,3.0366143
40,350.15,350.17,350.15,7.0,2.333333333333333e-09,1,0.65,3.0366935999999995
41,350.15,350.17,350.15,7.0,2.333333333333333e-09,1,0.65,3.0366935999999995
42,350.15,350.16,350.15,17.0,5.666666666666667e-09,1,0.65,3.0366143
43,350.15,350.17,350.15,1.0,3.3333333333333327e-10,1,0.65,3.0366935999999995
1,350.16,350.17,350.16,12.0,4e-09,1,0.65,3.0366935999999995
44,350.16,350.18,350.16,5.0,1.6666666666666667e-09,1,0.65,3.0367729
4,350.16,350.17,350.16,55.0,1.833333333333333e-08,1,0.65,3.0366935999999995
12,350.16,350.18,350.16,64.0,2.133333333333333e-08,1,0.65,3.0367729
2,350.17,350.18,350.17,5.0,1.6666666666666667e-09,1,0.65,3.0367729
45,350.17,350.19,350.17,20.0,6.666666666666667e-09,1,0.65,3.0368522000000002
5,350.17,350.19,350.17,3902.999,1.3009996666666666e-06,650,0.65,3.0368522000000002
8,350.18,350.22,350.18,645.4179,2.151393e-07,645,0.65,3.0370901000000003
9,351.94,352.62,351.97,31834590.0,0.01061153,418876,0.65,3.0561220999999996
13,350.17,350.19,350.17,1252.5,4.175e-07,250,0.65,3.0368522000000002
14,350.21,350.26,350.21,649001.1,0.0002163337,324501,0.65,3.0374073
3,350.18,350.19,350.18,41.0,1.3666666666666668e-08,1,0.65,3.0368522000000002
31,350.18,350.19,350.18,60.0,2e-08,1,0.65,3.0368522000000002
46,350.18,350.22,350.18,2.0,6.666666666666665e-10,1,0.65,3.0370901000000003
48,350.19,350.23,350.19,21.0,7e-09,1,0.65,3.0371694
47,350.19,350.23,350.19,13.0,4.333333333333333e-09,1,0.65,3.0371694
