block_id,temp_max_etc,temp_max_baseline,temp_diff
19,77.0,77.0,0.0
5,77.0,77.0,0.0
10,77.0,77.0,0.0
15,77.0,77.0,0.0
18,77.0,77.0,0.0
4,77.0,77.0,0.0
9,77.0,77.0,0.0
14,79.44,79.44,0.0
17,65.36000000000001,65.39000000000004,-0.03000000000002956
0,77.0,77.0,0.0
3,77.0,77.0,0.0
8,77.0,77.0,0.0
13,79.44,79.44,0.0
16,65.36000000000001,65.39000000000004,-0.03000000000002956
2,77.0,77.0,0.0
6,77.0,77.0,0.0
7,77.0,77.0,0.0
12,80.66000000000003,80.67000000000002,-0.009999999999990905
1,77.0,77.0,0.0
11,80.66000000000003,80.67000000000002,-0.009999999999990905
