block_id,temp_max_etc,temp_max_baseline,temp_diff
0,77.01000000000005,77.02000000000004,-0.009999999999990905
47,77.01000000000005,77.01000000000005,0.0
48,77.01000000000005,77.01000000000005,0.0
49,77.02000000000004,77.02000000000004,0.0
50,77.02000000000004,77.02000000000004,0.0
51,77.01000000000005,77.02000000000004,-0.009999999999990905
52,77.02000000000004,77.04000000000002,-0.01999999999998181
1,77.03000000000003,77.04000000000002,-0.009999999999990905
53,77.03000000000003,77.04000000000002,-0.009999999999990905
4,77.03000000000003,77.04000000000002,-0.009999999999990905
21,77.02000000000004,77.03000000000003,-0.009999999999990905
2,77.05000000000001,77.06,-0.009999999999990905
54,77.04000000000002,77.06,-0.01999999999998181
5,77.05000000000001,77.06,-0.009999999999990905
6,78.93,78.95000000000005,-0.020000000000038654
7,78.94,78.96000000000004,-0.020000000000038654
22,77.04000000000002,77.05000000000001,-0.009999999999990905
23,77.17000000000002,77.23000000000002,-0.060000000000002274
24,69.66000000000003,69.71000000000004,-0.05000000000001137
25,69.94,70.07000000000005,-0.1300000000000523
26,69.98000000000002,70.10000000000002,-0.12000000000000455
3,77.06,77.07000000000005,-0.010000000000047748
40,77.06,77.07000000000005,-0.010000000000047748
55,77.07000000000005,77.10000000000002,-0.029999999999972715
8,78.94,78.97000000000003,-0.03000000000002956
27,,,
41,,,
42,,,
43,,,
44,,,
45,,,
57,77.08000000000004,77.11000000000001,-0.029999999999972715
56,77.08000000000004,77.11000000000001,-0.029999999999972715
9,78.95000000000005,78.98000000000002,-0.029999999999972715
10,80.88,80.94,-0.060000000000002274
11,80.88,80.94,-0.060000000000002274
32,77.02000000000004,77.04000000000002,-0.01999999999998181
28,,,
29,,,
30,,,
31,,,
46,,,
12,80.88,80.94,-0.060000000000002274
33,,,
13,80.88,80.94,-0.060000000000002274
14,82.82000000000005,82.90000000000003,-0.07999999999998408
15,82.82000000000005,82.90000000000003,-0.07999999999998408
34,,,
35,,,
36,,,
37,,,
38,,,
16,82.82000000000005,82.90000000000003,-0.07999999999998408
39,,,
17,82.82000000000005,82.90000000000003,-0.07999999999998408
18,84.70000000000005,84.79000000000002,-0.08999999999997499
19,84.70000000000005,84.79000000000002,-0.08999999999997499
20,84.70000000000005,84.79000000000002,-0.08999999999997499
