block_id,temp_max_etc,temp_max_baseline,temp_diff
22,77.0,77.0,0.0
16,79.18,79.18,0.0
21,77.0,77.0,0.0
15,79.18,79.18,0.0
20,77.0,77.0,0.0
5,79.18,79.18,0.0
14,79.18,79.18,0.0
19,77.0,77.0,0.0
4,79.18,79.18,0.0
13,80.58000000000004,80.59000000000003,-0.009999999999990905
17,77.0,77.0,0.0
18,77.0,77.0,0.0
0,79.18,79.18,0.0
3,79.18,79.18,0.0
12,80.58000000000004,80.59000000000003,-0.009999999999990905
2,79.18,79.18,0.0
11,82.62,82.64000000000004,-0.020000000000038654
1,79.18,79.18,0.0
10,82.62,82.64000000000004,-0.020000000000038654
9,83.95000000000005,83.97000000000003,-0.01999999999998181
8,83.95000000000005,83.97000000000003,-0.01999999999998181
7,68.27000000000004,68.33000000000004,-0.060000000000002274
6,68.27000000000004,68.33000000000004,-0.060000000000002274
