SubgraphID,Energy,Time,Power,EnergyDelayProduct,IPS,Instructions,FloatInstructions,IntInstructions,Cycles,Frequency,Voltage,TimeWeightedTemp,PeakTemp
0,3.19628e-09,1.13889e-08,0.280649,3.6402e-17,7.02439e+08,8,0,1,41,3.6e+09,0.6,350.153,350.29
1,3.66696e-09,1.27778e-08,0.28698,4.68556e-17,7.04348e+08,9,0,2,46,3.6e+09,0.6,350.154,350.33
2,1.05004e-07,3.1556e-07,0.332754,3.3135e-14,1.67324e+09,528.008,0,416.006,1136.02,3.6e+09,0.6,350.154,350.32
3,4.13112e-09,1.41667e-08,0.291609,5.85242e-17,7.7647e+08,11,0,4,51,3.6e+09,0.6,350.153,350.29
4,4.04912e-10,1.38889e-09,0.291537,5.62378e-19,7.2e+08,1,0,0,5,3.6e+09,0.6,350.153,350.28
5,1.04901e-09,3.33333e-09,0.314703,3.4967e-18,9e+08,3,0,2,12,3.6e+09,0.6,350.152,350.27
6,3.3283e-09,1.19444e-08,0.278649,3.97547e-17,6.69767e+08,8,0,1,43,3.6e+09,0.6,351.314,354.12
7,0.00288286,0.00935149,0.308279,2.69591e-05,9.34892e+08,8.74264e+06,0,7.74044e+06,3.36654e+07,3.6e+09,0.6,351.314,354.11
8,5.3464e-09,1.75e-08,0.305509,9.3562e-17,1.02857e+09,18,0,11,63,3.6e+09,0.6,350.152,350.27
9,6.23484e-10,1.94444e-09,0.320649,1.21233e-18,1.54286e+09,3,0,1,7,3.6e+09,0.6,350.152,350.25
10,3.40215e-07,9.72222e-07,0.349936,3.30765e-13,2.05714e+09,2000,0,750,3500,3.6e+09,0.6,350.151,350.22
11,1.76354e-09,5.83333e-09,0.302321,1.02873e-17,8.57143e+08,5,0,3,21,3.6e+09,0.6,350.152,350.28
12,9.23972e-10,3.33333e-09,0.277192,3.07991e-18,6e+08,2,0,0,12,3.6e+09,0.6,350.152,350.28
13,2.31827e-10,5.55556e-10,0.417289,1.28793e-19,3.6e+09,2,0,1,2,3.6e+09,0.6,350.152,350.27
14,2.05686e-09,6.38889e-09,0.321943,1.3141e-17,1.4087e+09,9,0,6,23,3.6e+09,0.6,350.151,350.2
15,5.93337e-09,2.02778e-08,0.292605,1.20316e-16,7.39726e+08,15,0,8,73,3.6e+09,0.6,350.15,350.17
16,4.64603e-10,1.66667e-09,0.278762,7.74338e-19,6e+08,1,0,0,6,3.6e+09,0.6,350.15,350.17
17,4.64603e-10,1.66667e-09,0.278762,7.74338e-19,6e+08,1,0,0,6,3.6e+09,0.6,350.15,350.17
18,6.10341e-10,1.94444e-09,0.31389,1.18677e-18,1.02857e+09,2,0,1,7,3.6e+09,0.6,350.151,350.18
19,6.10341e-10,1.94444e-09,0.31389,1.18677e-18,1.02857e+09,2,0,1,7,3.6e+09,0.6,350.151,350.18
20,1.45203e-09,4.72222e-09,0.30749,6.85683e-18,8.47059e+08,4,0,3,17,3.6e+09,0.6,350.151,350.18
21,1.19266e-10,2.77778e-10,0.429359,3.31295e-20,3.6e+09,1,0,0,1,3.6e+09,0.6,350.151,350.23
