SubgraphID,Energy,Time,Power,EnergyDelayProduct,IPS,Instructions,FloatInstructions,IntInstructions,Cycles,Frequency,Voltage,TimeWeightedTemp,PeakTemp
0,4.89606e-09,1.75e-08,0.279775,8.5681e-17,6.85714e+08,12,0,1,63,3.6e+09,0.6,350.152,350.24
1,3.66696e-09,1.27778e-08,0.28698,4.68556e-17,7.04348e+08,9,0,2,46,3.6e+09,0.6,350.153,350.28
2,1.05004e-07,3.1556e-07,0.332754,3.3135e-14,1.67324e+09,528.008,0,416.006,1136.02,3.6e+09,0.6,350.152,350.27
3,4.13112e-09,1.41667e-08,0.291609,5.85242e-17,7.7647e+08,11,0,4,51,3.6e+09,0.6,350.152,350.24
4,4.04912e-10,1.38889e-09,0.291537,5.62378e-19,7.2e+08,1,0,0,5,3.6e+09,0.6,350.151,350.22
5,1.04901e-09,3.33333e-09,0.314703,3.4967e-18,9e+08,3,0,2,12,3.6e+09,0.6,350.151,350.2
6,1.76354e-09,5.83333e-09,0.302321,1.02873e-17,8.57143e+08,5,0,3,21,3.6e+09,0.6,350.153,350.34
7,1.03825e-09,3.61111e-09,0.287515,3.74923e-18,8.30769e+08,3,0,1,13,3.6e+09,0.6,350.153,350.34
8,2.31827e-10,5.55556e-10,0.417289,1.28793e-19,3.6e+09,2,0,1,2,3.6e+09,0.6,350.152,350.33
9,1.81663e-09,5.55556e-09,0.326994,1.00924e-17,1.44e+09,8,0,5,20,3.6e+09,0.6,350.152,350.26
10,4.80793e-10,1.38889e-09,0.346171,6.67768e-19,2.16e+09,3,0,2,5,3.6e+09,0.6,350.151,350.23
11,4.64603e-10,1.66667e-09,0.278762,7.74338e-19,6e+08,1,0,0,6,3.6e+09,0.6,351.276,353.93
12,0.00486048,0.0163272,0.297692,7.9358e-05,1.1596e+09,1.8933e+07,0,2.99217e+06,5.8778e+07,3.6e+09,0.6,351.275,353.94
13,2.99732e-09,1e-08,0.299732,2.99732e-17,6e+08,6,0,6,36,3.6e+09,0.6,350.161,350.28
14,1.31911e-06,4.66667e-06,0.282667,6.15585e-12,6.75e+08,3150,0,1925,16800,3.6e+09,0.6,350.161,350.27
15,2.99732e-09,1e-08,0.299732,2.99732e-17,6e+08,6,0,6,36,3.6e+09,0.6,350.151,350.2
16,2.7558e-09,1e-08,0.27558,2.7558e-17,6e+08,6,0,0,36,3.6e+09,0.6,351.302,354.09
17,0.00569743,0.0183616,0.310291,0.000104614,8.93105e+08,1.63988e+07,0,1.52374e+07,6.61017e+07,3.6e+09,0.6,351.302,354.1
18,3.90756e-09,1.22222e-08,0.31971,4.77591e-17,1.63636e+09,20,0,14,44,3.6e+09,0.6,350.151,350.22
19,5.7304e-09,1.97222e-08,0.290556,1.13016e-16,9.6338e+08,19,0,5,71,3.6e+09,0.6,350.15,350.18
20,4.64603e-10,1.66667e-09,0.278762,7.74338e-19,6e+08,1,0,0,6,3.6e+09,0.6,350.15,350.17
21,4.64603e-10,1.66667e-09,0.278762,7.74338e-19,6e+08,1,0,0,6,3.6e+09,0.6,350.15,350.17
22,6.10341e-10,1.94444e-09,0.31389,1.18677e-18,1.02857e+09,2,0,1,7,3.6e+09,0.6,350.151,350.18
23,6.10341e-10,1.94444e-09,0.31389,1.18677e-18,1.02857e+09,2,0,1,7,3.6e+09,0.6,350.151,350.18
24,1.45203e-09,4.72222e-09,0.30749,6.85683e-18,8.47059e+08,4,0,3,17,3.6e+09,0.6,350.151,350.18
25,1.19266e-10,2.77778e-10,0.429359,3.31295e-20,3.6e+09,1,0,0,1,3.6e+09,0.6,350.151,350.23
