block_id,temp_max_etc,temp_max_baseline,temp_diff
0,77.0,77.0,0.0
35,77.0,77.0,0.0
36,77.0,77.0,0.0
37,77.0,77.0,0.0
38,77.0,77.0,0.0
39,77.0,77.0,0.0
40,77.0,77.0,0.0
1,77.0,77.0,0.0
41,77.0,77.0,0.0
4,77.0,77.0,0.0
9,77.0,77.0,0.0
2,77.0,77.0,0.0
42,77.0,77.0,0.0
5,77.0,77.01000000000005,-0.010000000000047748
6,78.99000000000001,79.0,-0.009999999999990905
7,78.99000000000001,79.0,-0.009999999999990905
10,77.0,77.0,0.0
11,,,
12,,,
13,77.0,77.0,0.0
14,79.43,79.43,0.0
15,,,
3,77.0,77.0,0.0
30,77.0,77.0,0.0
43,77.0,77.0,0.0
8,78.99000000000001,79.0,-0.009999999999990905
16,,,
32,77.0,77.0,0.0
33,77.0,77.0,0.0
31,77.0,77.0,0.0
45,77.0,77.0,0.0
44,77.0,77.0,0.0
17,,,
18,,,
19,,,
34,77.0,77.0,0.0
20,,,
23,,,
21,,,
24,,,
22,,,
25,,,
26,,,
27,,,
28,,,
29,,,
