block_id,temp_max_etc,temp_max_baseline,temp_diff
0,77.0,77.0,0.0
26,77.0,77.0,0.0
27,77.0,77.0,0.0
28,77.0,77.0,0.0
29,77.0,77.0,0.0
30,77.0,77.0,0.0
31,77.0,77.0,0.0
1,77.0,77.0,0.0
32,77.0,77.0,0.0
4,77.0,77.0,0.0
11,77.0,77.0,0.0
2,77.0,77.0,0.0
33,77.0,77.0,0.0
5,77.0,77.0,0.0
12,77.0,77.0,0.0
13,79.37,79.38,-0.009999999999990905
14,79.37,79.38,-0.009999999999990905
15,,,
16,,,
17,79.37,79.38,-0.009999999999990905
18,81.47000000000003,81.49000000000001,-0.01999999999998181
19,,,
3,77.0,77.0,0.0
21,77.0,77.0,0.0
34,77.0,77.0,0.0
6,77.0,77.0,0.0
20,,,
24,77.0,77.0,0.0
22,77.0,77.0,0.0
23,77.0,77.0,0.0
36,77.0,77.0,0.0
35,77.0,77.0,0.0
8,77.02000000000004,77.05000000000001,-0.029999999999972715
9,77.02000000000004,77.05000000000001,-0.029999999999972715
7,77.0,77.0,0.0
25,77.0,77.0,0.0
10,77.02000000000004,77.05000000000001,-0.029999999999972715
