,block_id,temp_max,execution_time,dvs_calling_count,required_voltage_value,obtained_frequency
0,0,350.16,2.0333333333333333e-08,1.0,0.65,3.0366143
1,25,350.17,2e-09,1.0,0.65,3.0366935999999995
2,26,350.16,2e-08,1.0,0.65,3.0366143
3,27,350.17,0.0,497.0,0.65,3.0366935999999995
4,1,350.17,4.67e-07,700.0,0.65,3.0366935999999995
5,4,352.58,4.333333333333333e-09,1.0,0.65,3.0558049
6,5,352.58,4e-09,1.0,0.65,3.0558049
7,8,352.58,0.0,1.0,0.65,3.0558049
8,6,352.58,1.6666666666666667e-09,1.0,0.65,3.0558049
9,32,350.22,1.933333333333333e-08,1.0,0.65,3.0370901000000003
10,7,352.58,1.7e-08,1.0,0.65,3.0558049
11,9,,,,,
12,12,,,,,
13,13,,,,,
14,19,,,,,
15,20,,,,,
