,block_id,temp_max,execution_time,dvs_calling_count,required_voltage_value,obtained_frequency
0,0,350.16,1.7e-08,1.0,0.65,3.0366143
1,22,350.16,2e-09,1.0,0.65,3.0366143
2,23,350.16,2e-09,1.0,0.65,3.0366143
3,24,350.17,2.333333333333333e-09,1.0,0.65,3.0366935999999995
4,25,350.17,2.333333333333333e-09,1.0,0.65,3.0366935999999995
5,26,350.16,5.666666666666667e-09,1.0,0.65,3.0366143
6,27,350.17,3.3333333333333327e-10,1.0,0.65,3.0366935999999995
7,1,350.17,1.6675003333333337e-06,1000.0,0.65,3.0366935999999995
8,28,350.17,1.6666666666666667e-09,1.0,0.65,3.0366935999999995
9,4,352.58,2.333333333333333e-09,1.0,0.65,3.0558049
10,29,350.19,6.666666666666667e-09,1.0,0.65,3.0368522
11,5,352.58,4e-09,1.0,0.65,3.0558049
12,8,352.58,2.333333333333333e-09,1.0,0.65,3.0558049
13,30,350.21,6.666666666666664e-10,1.0,0.65,3.037010799999999
14,6,352.58,1.6666666666666667e-09,1.0,0.65,3.0558049
15,32,350.22,7e-09,1.0,0.65,3.0370901000000003
16,31,350.22,4.333333333333333e-09,1.0,0.65,3.0370901000000003
17,7,352.58,9.666666666666669e-09,1.0,0.65,3.0558049
18,15,352.58,2e-08,1.0,0.65,3.0558049
19,9,,,,,
20,14,,,,,
21,16,,,,,
22,21,,,,,
