block_id,temp_mean,temp_max,temp_area_weighted_mean,execution_cycles,execution_time,dvs_calling_count,required_voltage_value,obtained_frequency
0,350.15,350.16,350.15,76.0,2.533333333333333e-08,1,0.65,3.0366143
1,350.16,350.17,350.16,17.0,5.666666666666667e-09,1,0.65,3.0366935999999995
2,351.86,352.58,351.9,5.0,1.6666666666666667e-09,1,0.65,3.0558049
3,351.88,352.58,351.91,58.0,1.933333333333333e-08,1,0.65,3.0558049
4,351.89,352.58,351.92,34.0,1.1333333333333334e-08,1,0.65,3.0558049
29,350.17,350.19,350.17,42.0,1.4e-08,1,0.65,3.0368522000000002
5,351.9,352.58,351.93,1001.0,3.336666666666667e-07,500,0.65,3.0558049
8,351.9,352.58,351.93,24.0,8e-09,1,0.65,3.0558049
30,350.18,350.21,350.18,60.0,2e-08,1,0.65,3.037010799999999
31,350.19,350.22,350.19,0.0,0.0,497,0.65,3.0370901000000003
