block_id,temp_mean,temp_max,temp_area_weighted_mean,cycle_count,execution_time,dvs_calling_count,voltage,frequency
0,350.15,350.15,350.15,68,2.1250000000000002e-08,1,0.7,3.1999999999999997
1,350.15,350.15,350.15,58,1.8125000000000002e-08,1,0.7,3.1999999999999997
4,350.15,350.15,350.15,5,1.5625000000000001e-09,1,0.7,3.1999999999999997
21,343.27,343.34,343.27,9944171211,3.1075535034375004,400,0.7,3.1999999999999997
2,350.15,350.15,350.15,65761,2.0550312500000003e-05,497,0.7,3.1999999999999997
5,350.15,350.15,350.15,17,5.3125000000000004e-09,1,0.7,3.1999999999999997
6,350.15,350.15,350.15,21,6.562500000000001e-09,1,0.7,3.1999999999999997
7,350.15,350.15,350.15,13,4.062500000000001e-09,1,0.7,3.1999999999999997
25,350.15,350.15,350.15,100,3.1250000000000005e-08,1,0.7,3.1999999999999997
26,350.15,350.15,350.15,6,1.8750000000000002e-09,1,0.7,3.1999999999999997
24,350.15,350.15,350.15,15,4.687500000000001e-09,1,0.7,3.1999999999999997
23,341.55,341.6,341.55,11090173207,3.4656791271875007,400,0.7,3.1999999999999997
22,,,0.0,0,0.0,1,0.85,3.0
3,350.15,350.15,350.15,60,1.8750000000000002e-08,1,0.7,3.1999999999999997
8,350.15,350.15,350.15,2,6.250000000000001e-10,1,0.7,3.1999999999999997
27,350.15,350.15,350.15,6,1.8750000000000002e-09,1,0.7,3.1999999999999997
10,350.15,350.15,350.15,5,1.5625000000000001e-09,1,0.7,3.1999999999999997
11,350.15,350.15,350.15,6,1.8750000000000002e-09,1,0.7,3.1999999999999997
9,350.15,350.15,350.15,20,6.2500000000000005e-09,1,0.7,3.1999999999999997
28,350.15,350.15,350.15,7,2.1875e-09,1,0.7,3.1999999999999997
29,350.15,350.15,350.15,7,2.1875e-09,1,0.7,3.1999999999999997
30,350.15,350.15,350.15,17,5.3125000000000004e-09,1,0.7,3.1999999999999997
31,350.15,350.15,350.15,1,3.1250000000000006e-10,1,0.7,3.1999999999999997
12,350.18,350.22,350.19,15835763,0.004948675937500001,400,0.7,3.1999999999999997
15,350.15,350.15,350.15,30,9.375000000000001e-09,1,0.7,3.1999999999999997
14,351.85,352.34,351.88,18082623,0.005650819687500001,450,0.7,3.1999999999999997
13,351.85,352.34,351.88,24,8e-09,1,0.65,3.0
16,350.18,350.22,350.18,19777814,0.006180566875000001,551,0.7,3.1999999999999997
19,350.15,350.15,350.15,34,1.0625000000000001e-08,1,0.7,3.1999999999999997
18,351.7,352.1,351.73,14074373,0.0043982415625,400,0.7,3.1999999999999997
17,351.7,352.1,351.73,24,7.500000000000001e-09,1,0.7,3.1999999999999997
20,343.27,343.34,343.27,24,6.315789473684211e-09,1,0.85,3.8
