block_id,temp_mean,temp_max,temp_area_weighted_mean,cycle_count,execution_time,dvs_calling_count,voltage,frequency
0,350.15,350.15,350.15,29,9.062500000000001e-09,1,0.7,3.1999999999999997
1,350.15,350.15,350.15,58,1.8125000000000002e-08,1,0.7,3.1999999999999997
4,350.15,350.15,350.15,5,1.5625000000000001e-09,1,0.7,3.1999999999999997
27,350.15,350.15,350.15,1,3.1250000000000006e-10,1,0.7,3.1999999999999997
2,350.15,350.15,350.15,65761,2.0550312500000003e-05,497,0.7,3.1999999999999997
5,350.15,350.15,350.15,12,3.7500000000000005e-09,1,0.7,3.1999999999999997
9,350.15,350.15,350.15,20,6.2500000000000005e-09,1,0.7,3.1999999999999997
8,350.15,350.15,350.15,2,6.250000000000001e-10,1,0.7,3.1999999999999997
6,350.15,350.15,350.15,21,6.562500000000001e-09,1,0.7,3.1999999999999997
7,350.15,350.15,350.15,13,4.062500000000001e-09,1,0.7,3.1999999999999997
3,350.15,350.15,350.15,60,1.8750000000000002e-08,1,0.7,3.1999999999999997
10,350.15,350.15,350.15,5,1.5625000000000001e-09,1,0.7,3.1999999999999997
17,350.15,350.15,350.15,48,1.5000000000000002e-08,1,0.7,3.1999999999999997
18,350.15,350.15,350.15,24,7.500000000000001e-09,1,0.7,3.1999999999999997
16,351.92,352.6,351.95,34056032,0.01064251,1000,0.7,3.1999999999999997
15,351.92,352.6,351.95,13,4.333333333333333e-09,1,0.65,3.0
14,330.02,330.08,330.03,59568211664,19.856070554666665,1000,0.65,3.0
13,330.02,330.08,330.03,1,2.631578947368421e-10,1,0.85,3.8
12,332.61,335.48,332.49,8923525,0.002348296052631579,1000,0.85,3.8
11,332.61,335.48,332.49,38,1e-08,1,0.85,3.8
19,335.05,335.12,335.06,30497291631,9.530403634687502,1000,0.7,3.1999999999999997
21,350.15,350.15,350.15,33,1.0312500000000002e-08,1,0.7,3.1999999999999997
22,350.15,350.15,350.15,6,1.8750000000000002e-09,1,0.7,3.1999999999999997
23,350.15,350.15,350.15,6,1.8750000000000002e-09,1,0.7,3.1999999999999997
24,350.15,350.15,350.15,7,2.1875e-09,1,0.7,3.1999999999999997
25,350.15,350.15,350.15,7,2.1875e-09,1,0.7,3.1999999999999997
20,350.15,350.15,350.15,16,5.000000000000001e-09,1,0.7,3.1999999999999997
26,350.15,350.15,350.15,17,5.3125000000000004e-09,1,0.7,3.1999999999999997
