block_id,temp_max_etc,temp_max_baseline,temp_diff
0,77.0,77.0,0.0
1,77.0,77.0,0.0
4,77.0,77.0,0.0
21,70.19,69.84000000000003,0.3499999999999659
2,77.0,77.0,0.0
5,77.0,77.0,0.0
6,77.0,77.0,0.0
7,77.0,77.0,0.0
25,77.0,77.0,0.0
26,77.0,77.0,0.0
24,77.0,77.0,0.0
23,68.45000000000005,68.10000000000002,0.35000000000002274
22,,,
3,77.0,77.0,0.0
8,77.0,77.0,0.0
27,77.0,77.0,0.0
10,77.0,77.0,0.0
11,77.0,77.0,0.0
9,77.0,77.0,0.0
28,77.0,77.0,0.0
29,77.0,77.0,0.0
30,77.0,77.0,0.0
31,77.0,77.0,0.0
12,77.07000000000005,77.09000000000003,-0.01999999999998181
15,77.0,77.0,0.0
14,79.19,79.24000000000001,-0.05000000000001137
13,79.19,79.24000000000001,-0.05000000000001137
16,77.07000000000005,77.09000000000003,-0.01999999999998181
19,77.0,77.0,0.0
18,78.95000000000005,79.02000000000004,-0.06999999999999318
17,78.95000000000005,79.02000000000004,-0.06999999999999318
20,70.19,69.84000000000003,0.3499999999999659
