SubgraphID,Energy,Time,Power,EnergyDelayProduct,IPS,Instructions,FloatInstructions,IntInstructions,Cycles,Frequency,Voltage,TimeWeightedTemp,PeakTemp
0,4.5044e-09,1.61111e-08,0.279584,7.2571e-17,6.82758e+08,11,0,1,58,3.6e+09,0.6,350.152,350.24
1,4.66708e-09,1.61111e-08,0.289681,7.51918e-17,7.44827e+08,12,0,4,58,3.6e+09,0.6,350.189,350.6
2,6.04473e-06,1.82669e-05,0.330913,1.10418e-10,1.60189e+09,29261.5,0,23654.6,65760.7,3.6e+09,0.6,350.188,350.6
3,4.79909e-09,1.66667e-08,0.287946,7.99849e-17,7.2e+08,12,0,3,60,3.6e+09,0.6,350.152,350.24
4,4.04912e-10,1.38889e-09,0.291537,5.62378e-19,7.2e+08,1,0,0,5,3.6e+09,0.6,350.151,350.22
5,1.47661e-09,4.72222e-09,0.312694,6.97288e-18,8.47059e+08,4,0,3,17,3.6e+09,0.6,350.151,350.2
6,1.76354e-09,5.83333e-09,0.302321,1.02873e-17,8.57143e+08,5,0,3,21,3.6e+09,0.6,350.153,350.34
7,1.03825e-09,3.61111e-09,0.287515,3.74923e-18,8.30769e+08,3,0,1,13,3.6e+09,0.6,350.153,350.34
8,2.31827e-10,5.55556e-10,0.417289,1.28793e-19,3.6e+09,2,0,1,2,3.6e+09,0.6,350.152,350.33
9,1.81663e-09,5.55556e-09,0.326994,1.00924e-17,1.44e+09,8,0,5,20,3.6e+09,0.6,350.152,350.26
10,4.80793e-10,1.38889e-09,0.346171,6.67768e-19,2.16e+09,3,0,2,5,3.6e+09,0.6,350.151,350.23
11,2.7558e-09,1e-08,0.27558,2.7558e-17,6e+08,6,0,0,36,3.6e+09,0.6,352.341,355.21
12,0.000675604,0.00220013,0.307075,1.48642e-06,1.33649e+09,2.94044e+06,0,761916,7.92046e+06,3.6e+09,0.6,352.341,355.24
13,2.04036e-09,6.38889e-09,0.319361,1.30356e-17,1.25217e+09,8,0,7,23,3.6e+09,0.6,351.281,353.94
14,0.00290313,0.00975188,0.2977,2.8311e-05,1.15977e+09,1.13099e+07,0,1.78931e+06,3.51067e+07,3.6e+09,0.6,351.281,353.93
15,5.65667e-09,1.86111e-08,0.303941,1.05277e-16,9.13433e+08,17,0,12,67,3.6e+09,0.6,350.151,350.2
16,3.21403e-09,1.16667e-08,0.275489,3.74971e-17,6e+08,7,0,0,42,3.6e+09,0.6,341.303,343.55
17,0.87655,4.67083,0.187665,4.09422,7.72154e+08,3.6066e+09,0,3.3057e+09,1.6815e+10,3.6e+09,0.6,341.303,351.95
18,2.33371e-09,8.33333e-09,0.280045,1.94475e-17,7.2e+08,6,0,0,30,3.6e+09,0.6,350.151,350.2
19,6.33014e-09,2.11111e-08,0.299849,1.33636e-16,1.04211e+09,22,0,10,76,3.6e+09,0.6,350.15,350.18
20,4.64603e-10,1.66667e-09,0.278762,7.74338e-19,6e+08,1,0,0,6,3.6e+09,0.6,350.15,350.17
21,4.64603e-10,1.66667e-09,0.278762,7.74338e-19,6e+08,1,0,0,6,3.6e+09,0.6,350.15,350.17
22,6.10341e-10,1.94444e-09,0.31389,1.18677e-18,1.02857e+09,2,0,1,7,3.6e+09,0.6,350.151,350.18
23,6.10341e-10,1.94444e-09,0.31389,1.18677e-18,1.02857e+09,2,0,1,7,3.6e+09,0.6,350.151,350.18
24,1.45203e-09,4.72222e-09,0.30749,6.85683e-18,8.47059e+08,4,0,3,17,3.6e+09,0.6,350.151,350.18
25,1.19266e-10,2.77778e-10,0.429359,3.31295e-20,3.6e+09,1,0,0,1,3.6e+09,0.6,350.151,350.23
