SubgraphID,Energy,Time,Power,EnergyDelayProduct,IPS,Instructions,FloatInstructions,IntInstructions,Cycles,Frequency,Voltage,TimeWeightedTemp,PeakTemp
0,4.89606e-09,1.75e-08,0.279775,8.5681e-17,6.85714e+08,12,0,1,63,3.6e+09,0.6,350.152,350.24
1,3.66696e-09,1.27778e-08,0.28698,4.68556e-17,7.04348e+08,9,0,2,46,3.6e+09,0.6,350.153,350.28
2,1.05004e-07,3.1556e-07,0.332754,3.3135e-14,1.67324e+09,528.008,0,416.006,1136.02,3.6e+09,0.6,350.152,350.27
3,4.13112e-09,1.41667e-08,0.291609,5.85242e-17,7.7647e+08,11,0,4,51,3.6e+09,0.6,350.152,350.24
4,4.04912e-10,1.38889e-09,0.291537,5.62378e-19,7.2e+08,1,0,0,5,3.6e+09,0.6,350.151,350.22
5,1.04901e-09,3.33333e-09,0.314703,3.4967e-18,9e+08,3,0,2,12,3.6e+09,0.6,350.151,350.2
6,1.76354e-09,5.83333e-09,0.302321,1.02873e-17,8.57143e+08,5,0,3,21,3.6e+09,0.6,351.288,353.9
7,1.03825e-09,3.61111e-09,0.287515,3.74923e-18,8.30769e+08,3,0,1,13,3.6e+09,0.6,351.288,353.9
8,2.31827e-10,5.55556e-10,0.417289,1.28793e-19,3.6e+09,2,0,1,2,3.6e+09,0.6,351.288,353.89
9,1.81663e-09,5.55556e-09,0.326994,1.00924e-17,1.44e+09,8,0,5,20,3.6e+09,0.6,351.287,353.88
10,4.80793e-10,1.38889e-09,0.346171,6.67768e-19,2.16e+09,3,0,2,5,3.6e+09,0.6,351.287,353.87
11,2.98296e-09,1.05556e-08,0.282597,3.14869e-17,7.57895e+08,8,0,1,38,3.6e+09,0.6,333.526,336.79
12,0.000745753,0.00219915,0.33911,1.64002e-06,1.352e+09,2.97326e+06,0,2.47688e+06,7.91694e+06,3.6e+09,0.6,333.526,336.96
13,1.28661e-10,2.77778e-10,0.463179,3.57391e-20,3.6e+09,1,0,1,1,3.6e+09,0.6,332.381,336.03
14,5.8074,16.547,0.350965,96.0948,9.60745e+08,1.58974e+10,0,1.48992e+10,5.95691e+10,3.6e+09,0.6,332.38,351.91
15,1.13853e-09,3.61111e-09,0.315285,4.11135e-18,1.38462e+09,5,0,3,13,3.6e+09,0.6,351.286,353.86
16,0.00142026,0.00485465,0.292557,6.89487e-06,9.2831e+08,4.50662e+06,0,2.51423e+06,1.74767e+07,3.6e+09,0.6,351.286,353.85
17,1.61894e-09,5.27778e-09,0.306747,8.54441e-18,7.57895e+08,4,0,4,19,3.6e+09,0.6,350.174,350.4
18,3.35566e-06,1.11167e-05,0.301859,3.73038e-11,9e+08,10005,0,8004,40020,3.6e+09,0.6,350.173,350.39
19,4.21248e-09,1.47222e-08,0.286131,6.20171e-17,6.79245e+08,10,0,3,53,3.6e+09,0.6,350.151,350.2
20,2.29756e-09,8.33333e-09,0.275707,1.91463e-17,6e+08,5,0,0,30,3.6e+09,0.6,352.457,355.12
21,0.00178789,0.00593951,0.301017,1.06192e-05,7.5442e+08,4.48089e+06,0,3.9798e+06,2.13822e+07,3.6e+09,0.6,352.457,355.16
22,1.2691e-10,2.77778e-10,0.456878,3.52529e-20,3.6e+09,1,0,1,1,3.6e+09,0.6,351.298,353.96
23,0.00178702,0.0059339,0.301155,1.0604e-05,7.55043e+08,4.48035e+06,0,3.98025e+06,2.1362e+07,3.6e+09,0.6,351.297,353.95
24,1.2691e-10,2.77778e-10,0.456878,3.52529e-20,3.6e+09,1,0,1,1,3.6e+09,0.6,350.151,350.23
26,1.67388e-09,5.83333e-09,0.286951,9.76429e-18,8.57143e+08,5,0,1,21,3.6e+09,0.6,350.151,350.2
27,5.73265e-09,1.97222e-08,0.29067,1.13061e-16,9.6338e+08,19,0,5,71,3.6e+09,0.6,350.15,350.18
28,4.64603e-10,1.66667e-09,0.278762,7.74338e-19,6e+08,1,0,0,6,3.6e+09,0.6,350.15,350.17
29,4.64603e-10,1.66667e-09,0.278762,7.74338e-19,6e+08,1,0,0,6,3.6e+09,0.6,350.15,350.17
30,6.10341e-10,1.94444e-09,0.31389,1.18677e-18,1.02857e+09,2,0,1,7,3.6e+09,0.6,350.151,350.18
31,6.10341e-10,1.94444e-09,0.31389,1.18677e-18,1.02857e+09,2,0,1,7,3.6e+09,0.6,350.151,350.18
32,1.45203e-09,4.72222e-09,0.30749,6.85683e-18,8.47059e+08,4,0,3,17,3.6e+09,0.6,350.151,350.18
33,1.19266e-10,2.77778e-10,0.429359,3.31295e-20,3.6e+09,1,0,0,1,3.6e+09,0.6,350.151,350.23
