block_id,temp_mean,temp_max,temp_area_weighted_mean,execution_cycles,execution_time,dvs_calling_count,required_voltage_value,obtained_frequency
0,350.15,350.16,350.15,201.0,6.7e-08,1,0.65,3.0366143
35,350.15,350.16,350.15,6.0,2e-09,1,0.65,3.0366143
36,350.15,350.16,350.15,6.0,2e-09,1,0.65,3.0366143
37,350.15,350.17,350.15,7.0,2.333333333333333e-09,1,0.65,3.0366935999999995
38,350.15,350.17,350.15,7.0,2.333333333333333e-09,1,0.65,3.0366935999999995
39,350.15,350.16,350.15,17.0,5.666666666666667e-09,1,0.65,3.0366143
40,350.15,350.17,350.15,1.0,3.3333333333333327e-10,1,0.65,3.0366935999999995
1,350.16,350.18,350.16,17.0,5.666666666666667e-09,1,0.65,3.0367729
41,350.16,350.18,350.16,5.0,1.6666666666666667e-09,1,0.65,3.0367729
4,350.16,350.18,350.16,104.0,3.4666666666666666e-08,1,0.65,3.0367729
9,350.16,350.18,350.16,87.0,2.9e-08,1,0.65,3.0367729
2,350.17,350.19,350.17,5.0,1.6666666666666667e-09,1,0.65,3.0368522000000002
42,350.17,350.19,350.17,20.0,6.666666666666667e-09,1,0.65,3.0368522000000002
5,350.17,350.19,350.17,107053.5,3.56845e-05,1000,0.65,3.0368522000000002
6,351.4,352.16,351.42,78960490.0,0.0263201633333333,999500,0.65,3.0524743
7,351.42,352.16,351.43,3001.501,1.0005003333333331e-06,1000,0.65,3.0524743
10,350.17,350.21,350.17,2001.0,6.67e-07,1000,0.65,3.037010799999999
13,350.18,350.22,350.18,13897.57,4.632523333333333e-06,993,0.65,3.0370901000000003
14,351.9,352.61,351.93,36160500.0,0.0120535,495349,0.65,3.0560428
3,350.18,350.2,350.18,108.0,3.6e-08,1,0.65,3.0369314999999997
30,350.18,350.2,350.18,51.0,1.7e-08,1,0.65,3.0369314999999997
43,350.18,350.22,350.18,2.0,6.666666666666665e-10,1,0.65,3.0370901000000003
8,351.43,352.16,351.44,24.0,8e-09,1,0.65,3.0524743
32,350.15,350.16,350.15,176.0026,5.866753333333333e-08,16,0.65,3.0366143
33,350.16,350.18,350.16,672.0099,2.240033e-07,32,0.65,3.0367729
31,350.19,350.21,350.19,288.0043,9.600143333333335e-08,32,0.65,3.037010799999999
45,350.19,350.23,350.19,21.0,7e-09,1,0.65,3.0371694
44,350.19,350.23,350.19,13.0,4.333333333333333e-09,1,0.65,3.0371694
34,350.17,350.19,350.17,46.0,1.5333333333333335e-08,1,0.65,3.0368522000000002
