block_id,temp_mean,temp_max,temp_area_weighted_mean,execution_cycles,execution_time,dvs_calling_count
0,350.15,350.16,350.15,33.0,1.1e-08,1
26,350.15,350.16,350.15,6.0,2e-09,1
27,350.15,350.16,350.15,6.0,2e-09,1
28,350.15,350.17,350.15,7.0,2.333333333333333e-09,1
29,350.15,350.17,350.15,7.0,2.333333333333333e-09,1
30,350.15,350.16,350.15,17.0,5.666666666666667e-09,1
31,350.15,350.17,350.15,1.0,3.333333333333333e-10,1
1,350.16,350.17,350.16,12.0,4e-09,1
32,350.16,350.18,350.16,5.0,1.6666666666666667e-09,1
4,350.16,350.17,350.16,48.0,1.6e-08,1
9,350.16,350.17,350.16,23.0,7.666666666666667e-09,1
2,350.17,350.18,350.17,5.0,1.6666666666666667e-09,1
33,350.17,350.19,350.17,20.0,6.666666666666667e-09,1
5,350.17,350.2,350.17,21007.5,7.0025e-06,1400
6,351.14,351.86,351.15,108663400.0,0.036221133333333336,978950
7,351.15,351.86,351.16,5602.001,1.8673336666666666e-06,1400
10,350.17,350.2,350.17,25209.01,8.403003333333332e-06,1400
11,351.97,352.61,352.0,27440020.0,0.009146673333333334,3920000
12,,,0.0,0.0,0.0,30625
13,,,0.0,1470001.0,0.0004900003333333334,61250
14,353.64,354.75,353.68,27225640.0,0.009075213333333334,3889380
15,330.6,330.67,330.6,53090000000.0,17.696666666666665,1361280000
16,,,0.0,15680010.0,0.00522667,3920000
17,,,0.0,5602.001,1.8673336666666666e-06,1400
3,350.18,350.19,350.18,29.0,9.666666666666667e-09,1
19,350.18,350.19,350.18,60.0,2e-08,1
34,350.18,350.22,350.18,2.0,6.666666666666666e-10,1
8,351.16,351.86,351.17,6.0,2e-09,1
18,,,0.0,30.0,1e-08,1
20,,,0.0,0.0,0.0,497
21,,,0.0,13139.7,4.3799e-06,1460
22,,,0.0,11679.73,3.8932433333333335e-06,730
23,,,0.0,35039.2,1.1679733333333333e-05,1460
24,,,0.0,2982.088,9.940293333333334e-07,497
36,350.19,350.23,350.19,21.0,7e-09,1
35,350.19,350.23,350.19,13.0,4.333333333333333e-09,1
25,,,0.0,58.0,1.9333333333333334e-08,1
