block_id,temp_max_etc,temp_max_baseline,temp_diff
0,77.01000000000005,77.01000000000005,0.0
28,77.01000000000005,77.01000000000005,0.0
29,77.01000000000005,77.01000000000005,0.0
30,77.02000000000004,77.02000000000004,0.0
31,77.02000000000004,77.02000000000004,0.0
32,77.01000000000005,77.02000000000004,-0.009999999999990905
33,77.02000000000004,77.04000000000002,-0.01999999999998181
1,77.03000000000003,77.04000000000002,-0.009999999999990905
34,77.02000000000004,77.03000000000003,-0.009999999999990905
2,77.04000000000002,77.05000000000001,-0.009999999999990905
35,77.05000000000001,77.07000000000005,-0.020000000000038654
3,77.05000000000001,77.08000000000004,-0.03000000000002956
6,77.05000000000001,77.07000000000005,-0.020000000000038654
37,77.06,77.08000000000004,-0.020000000000038654
36,77.06,77.08000000000004,-0.020000000000038654
4,77.06,77.08000000000004,-0.020000000000038654
7,77.08000000000004,77.10000000000002,-0.01999999999998181
8,77.11000000000001,77.14000000000004,-0.03000000000002956
9,77.09000000000003,77.11000000000001,-0.01999999999998181
10,79.40000000000003,79.41000000000003,-0.009999999999990905
11,77.14000000000004,77.18,-0.03999999999996362
12,77.16000000000003,77.21000000000004,-0.05000000000001137
13,77.17000000000002,77.22000000000003,-0.05000000000001137
14,77.15000000000003,77.19,-0.03999999999996362
15,77.17000000000002,77.22000000000003,-0.05000000000001137
16,77.17000000000002,77.22000000000003,-0.05000000000001137
17,78.93,78.94,-0.009999999999990905
18,78.94,78.95000000000005,-0.010000000000047748
19,77.19,77.25,-0.060000000000002274
20,77.20000000000005,77.26000000000005,-0.060000000000002274
21,77.21000000000004,77.27000000000004,-0.060000000000002274
5,77.07000000000005,77.09000000000003,-0.01999999999998181
23,77.07000000000005,77.09000000000003,-0.01999999999998181
22,77.21000000000004,77.27000000000004,-0.060000000000002274
24,77.09000000000003,77.12,-0.029999999999972715
25,77.10000000000002,77.14000000000004,-0.040000000000020464
26,77.11000000000001,77.16000000000003,-0.05000000000001137
27,77.12,77.17000000000002,-0.05000000000001137
