block_id,temp_mean,temp_max,temp_area_weighted_mean,execution_cycles,execution_time,dvs_calling_count,required_voltage_value,obtained_frequency
0,350.15,350.16,350.15,51.0,1.7e-08,1,0.65,3.0366143
22,350.15,350.16,350.15,6.0,2e-09,1,0.65,3.0366143
23,350.15,350.16,350.15,6.0,2e-09,1,0.65,3.0366143
24,350.15,350.17,350.15,7.0,2.333333333333333e-09,1,0.65,3.0366935999999995
25,350.15,350.17,350.15,7.0,2.333333333333333e-09,1,0.65,3.0366935999999995
26,350.15,350.16,350.15,17.0,5.666666666666667e-09,1,0.65,3.0366143
27,350.15,350.17,350.15,1.0,3.3333333333333327e-10,1,0.65,3.0366935999999995
1,350.16,350.17,350.16,5002.501,1.6675003333333337e-06,1000,0.65,3.0366935999999995
2,351.86,352.58,351.9,37443720.0,0.01248124,499250,0.65,3.0558049
3,351.88,352.58,351.91,4002.001,1.3340003333333334e-06,1000,0.65,3.0558049
28,350.16,350.17,350.16,5.0,1.6666666666666667e-09,1,0.65,3.0366935999999995
4,351.89,352.58,351.92,7.0,2.333333333333333e-09,1,0.65,3.0558049
29,350.17,350.19,350.17,20.0,6.666666666666667e-09,1,0.65,3.0368522000000002
5,351.9,352.58,351.93,12.0,4e-09,1,0.65,3.0558049
8,351.9,352.58,351.93,7.0,2.333333333333333e-09,1,0.65,3.0558049
30,350.18,350.21,350.18,2.0,6.666666666666665e-10,1,0.65,3.037010799999999
6,351.91,352.58,351.94,5.0,1.6666666666666667e-09,1,0.65,3.0558049
32,350.19,350.22,350.19,21.0,7e-09,1,0.65,3.0370901000000003
31,350.19,350.22,350.19,13.0,4.333333333333333e-09,1,0.65,3.0370901000000003
7,351.92,352.58,351.95,29.0,9.666666666666669e-09,1,0.65,3.0558049
15,351.92,352.58,351.95,60.0,2e-08,1,0.65,3.0558049
