block_id,temp_mean,temp_max,temp_area_weighted_mean,execution_cycles,execution_time,dvs_calling_count,required_voltage_value,obtained_frequency
0,350.15,350.16,350.15,33.0,1.1e-08,1,0.65,3.0366143
26,350.15,350.16,350.15,6.0,2e-09,1,0.65,3.0366143
27,350.15,350.16,350.15,6.0,2e-09,1,0.65,3.0366143
28,350.15,350.17,350.15,7.0,2.333333333333333e-09,1,0.65,3.0366935999999995
29,350.15,350.17,350.15,7.0,2.333333333333333e-09,1,0.65,3.0366935999999995
30,350.15,350.16,350.15,17.0,5.666666666666667e-09,1,0.65,3.0366143
31,350.15,350.17,350.15,1.0,3.3333333333333327e-10,1,0.65,3.0366935999999995
1,350.16,350.17,350.16,12.0,4e-09,1,0.65,3.0366935999999995
32,350.16,350.18,350.16,5.0,1.6666666666666667e-09,1,0.65,3.0367729
4,350.16,350.17,350.16,48.0,1.6e-08,1,0.65,3.0366935999999995
9,350.16,350.17,350.16,23.0,7.666666666666667e-09,1,0.65,3.0366935999999995
2,350.17,350.18,350.17,5.0,1.6666666666666667e-09,1,0.65,3.0367729
33,350.17,350.19,350.17,20.0,6.666666666666667e-09,1,0.65,3.0368522000000002
5,350.17,350.2,350.17,21007.5,7.0025e-06,1400,0.65,3.0369314999999997
6,351.14,351.86,351.15,108663400.0,0.0362211333333333,978950,0.65,3.0500952999999997
7,351.15,351.86,351.16,5602.001,1.8673336666666664e-06,1400,0.65,3.0500952999999997
10,350.17,350.2,350.17,25209.01,8.403003333333332e-06,1400,0.65,3.0369314999999997
11,351.97,352.61,352.0,27440020.0,0.0091466733333333,3920000,0.65,3.0560428
14,353.64,354.75,353.68,27225640.0,0.0090752133333333,3889380,0.65,3.0730129999999996
15,330.6,330.67,330.6,53090000000.0,17.696666666666665,1361280000,0.8,3.5795712
3,350.18,350.19,350.18,29.0,9.666666666666669e-09,1,0.65,3.0368522000000002
19,350.18,350.19,350.18,60.0,2e-08,1,0.65,3.0368522000000002
34,350.18,350.22,350.18,2.0,6.666666666666665e-10,1,0.65,3.0370901000000003
8,351.16,351.86,351.17,6.0,2e-09,1,0.65,3.0500952999999997
36,350.19,350.23,350.19,21.0,7e-09,1,0.65,3.0371694
35,350.19,350.23,350.19,13.0,4.333333333333333e-09,1,0.65,3.0371694
