block_id,temp_mean,temp_max,temp_area_weighted_mean,execution_cycles,execution_time,dvs_calling_count
0,350.15,350.16,350.15,77.0,2.5666666666666668e-08,1
36,350.15,350.16,350.15,6.0,2e-09,1
37,350.15,350.16,350.15,6.0,2e-09,1
38,350.15,350.17,350.15,7.0,2.333333333333333e-09,1
39,350.15,350.17,350.15,7.0,2.333333333333333e-09,1
40,350.15,350.16,350.15,17.0,5.666666666666667e-09,1
41,350.15,350.17,350.15,1.0,3.333333333333333e-10,1
1,350.16,350.19,350.16,1501.5,5.005e-07,500
2,351.31,351.56,351.34,8241734.0,0.0027472446666666666,249750
3,351.32,351.57,351.35,2002.0,6.673333333333334e-07,500
42,350.16,350.18,350.16,5.0,1.6666666666666667e-09,1
4,351.33,351.58,351.36,7.0,2.333333333333333e-09,1
43,350.17,350.19,350.17,20.0,6.666666666666667e-09,1
5,351.34,351.59,351.37,12.0,4e-09,1
8,351.34,351.59,351.37,97.0,3.233333333333333e-08,1
44,350.18,350.22,350.18,2.0,6.666666666666666e-10,1
6,351.35,351.6,351.38,5.0,1.6666666666666667e-09,1
9,351.36,351.6,351.38,6513.0,2.171e-06,250
10,352.68,353.26,352.73,10728520.0,0.0035761733333333334,249501
11,,,0.0,0.0,0.0,124750
12,,,0.0,14691060000.0,4.89702,124501000
13,352.82,353.39,352.87,1497003.0,0.000499001,124750
14,340.28,340.29,340.28,13072550000.0,4.357516666666666,124501000
15,,,0.0,5738513.0,0.0019128376666666667,249501
16,,,0.0,6474041000.0,2.1580136666666667,124501000
17,,,0.0,2245505.0,0.0007485016666666667,249501
18,,,0.0,3757.5,1.2525e-06,250
19,,,0.0,9231521.0,0.0030771736666666666,249501
20,,,0.0,0.0,0.0,124750
21,,,0.0,14566560000.0,4.85552,124501000
22,,,0.0,2120755.0,0.0007069183333333333,124750
23,,,0.0,12948050000.0,4.316016666666667,124501000
24,,,0.0,748501.7,0.00024950056666666665,249501
25,,,0.0,5602536000.0,1.867512,124501000
26,,,0.0,3243507.0,0.001081169,249501
27,,,0.0,2004.0,6.68e-07,250
46,350.19,350.23,350.19,21.0,7e-09,1
45,350.19,350.23,350.19,13.0,4.333333333333333e-09,1
7,351.37,351.61,351.39,63.0,2.1e-08,1
29,351.37,351.61,351.39,60.0,2e-08,1
28,,,0.0,42.0,1.4e-08,1
32,350.15,350.16,350.15,11679.73,3.8932433333333335e-06,730
33,350.16,350.18,350.16,37959.14,1.2653046666666666e-05,1460
34,350.17,350.2,350.17,2982.088,9.940293333333334e-07,497
30,,,0.0,0.0,0.0,497
31,,,0.0,13139.7,4.3799e-06,1460
35,350.18,350.21,350.18,58.0,1.9333333333333334e-08,1
