block_id,temp_mean,temp_max,temp_area_weighted_mean,execution_cycles,execution_time,dvs_calling_count,required_voltage_value,obtained_frequency
0,350.15,350.16,350.15,73.0,2.4333333333333333e-08,1,0.65,3.0366143
28,350.15,350.16,350.15,6.0,2e-09,1,0.65,3.0366143
29,350.15,350.16,350.15,6.0,2e-09,1,0.65,3.0366143
30,350.15,350.17,350.15,7.0,2.333333333333333e-09,1,0.65,3.0366935999999995
31,350.15,350.17,350.15,7.0,2.333333333333333e-09,1,0.65,3.0366935999999995
32,350.15,350.16,350.15,17.0,5.666666666666667e-09,1,0.65,3.0366143
33,350.15,350.17,350.15,1.0,3.3333333333333327e-10,1,0.65,3.0366935999999995
1,350.16,350.18,350.16,3500.0,1.1666666666666666e-06,125,0.65,3.0367729
34,350.16,350.17,350.16,23.0,7.666666666666667e-09,1,0.65,3.0366935999999995
2,350.17,350.19,350.17,7.0,2.333333333333333e-09,1,0.65,3.0368522000000002
35,350.17,350.2,350.17,2.0,6.666666666666665e-10,1,0.65,3.0369314999999997
3,350.18,350.2,350.18,12.0,4e-09,1,0.65,3.0369314999999997
6,350.18,350.2,350.18,63.0,2.1e-08,1,0.65,3.0369314999999997
37,350.18,350.21,350.18,21.0,7e-09,1,0.65,3.037010799999999
36,350.18,350.21,350.18,12.0,4e-09,1,0.65,3.037010799999999
4,350.19,350.21,350.19,5.0,1.6666666666666667e-09,1,0.65,3.037010799999999
7,350.19,350.23,350.19,3000.0,1e-06,1000,0.65,3.0371694
8,350.2,350.26,350.21,7.812499,2.6041663333333324e-09,8,0.65,3.0374073
9,350.2,350.24,350.2,5953.124,1.9843746666666664e-06,992,0.65,3.0372487
10,351.97,352.55,352.01,21580070.0,0.0071933566666666,248047,0.65,3.055567
11,350.22,350.29,350.22,3999.999,1.333333e-06,1000,0.65,3.0376452
12,350.23,350.31,350.23,999.9998,3.333332666666667e-07,250,0.65,3.0378038
13,350.24,350.32,350.24,12000.0,4e-06,500,0.65,3.0378831
14,350.23,350.3,350.23,66999.99,2.233333e-05,1000,0.65,3.0377244999999995
15,350.24,350.32,350.24,7.812499,2.6041663333333324e-09,8,0.65,3.0378831
16,350.24,350.32,350.24,2976.562,9.921873333333332e-07,992,0.65,3.0378831
17,351.7,352.08,351.73,11906250.0,0.00396875,248047,0.65,3.051839899999999
18,351.71,352.09,351.74,1984.375,6.614583333333333e-07,992,0.65,3.0519191999999995
19,350.25,350.34,350.25,1503.906,5.01302e-07,752,0.65,3.038041699999999
20,350.26,350.35,350.26,37597.65,1.253255e-05,1504,0.65,3.0381210000000003
21,350.27,350.36,350.27,41999.99,1.3999996666666668e-05,1000,0.65,3.0382002999999997
5,350.2,350.22,350.2,41.0,1.3666666666666668e-08,1,0.65,3.0370901000000003
23,350.2,350.22,350.2,51.0,1.7e-08,1,0.65,3.0370901000000003
22,350.28,350.36,350.28,43.0,1.4333333333333333e-08,1,0.65,3.0382002999999997
24,350.21,350.24,350.21,288.0043,9.600143333333335e-08,32,0.65,3.0372487
25,350.22,350.25,350.22,176.0026,5.866753333333333e-08,16,0.65,3.0373279999999996
26,350.23,350.26,350.23,672.0099,2.240033e-07,32,0.65,3.0374073
27,350.24,350.27,350.24,46.0,1.5333333333333335e-08,1,0.65,3.0374865999999994
