block_id,temp_mean,temp_max,temp_area_weighted_mean,execution_cycles,execution_time,dvs_calling_count
0,350.16,350.17,350.16,201.0,6.7e-08,1
35,350.16,350.16,350.16,6.0,2e-09,1
36,350.16,350.16,350.16,6.0,2e-09,1
37,350.16,350.17,350.16,7.0,2.333333333333333e-09,1
38,350.16,350.17,350.16,7.0,2.333333333333333e-09,1
39,350.16,350.17,350.16,17.0,5.666666666666667e-09,1
40,350.16,350.19,350.16,1.0,3.333333333333333e-10,1
1,350.17,350.2,350.17,17.0,5.666666666666667e-09,1
41,350.17,350.19,350.17,5.0,1.6666666666666667e-09,1
4,350.17,350.2,350.17,104.0,3.4666666666666666e-08,1
9,350.17,350.19,350.17,87.0,2.9e-08,1
2,350.18,350.2,350.18,5.0,1.6666666666666667e-09,1
42,350.18,350.21,350.18,20.0,6.666666666666667e-09,1
5,350.18,350.22,350.18,107053.5,3.56845e-05,1000
6,351.42,352.17,351.44,78960490.0,0.026320163333333334,999500
7,351.44,352.17,351.46,3001.501,1.0005003333333333e-06,1000
10,350.18,350.22,350.18,2001.0,6.67e-07,1000
11,,,0.0,0.0,0.0,8
12,,,0.0,766.008,2.55336e-07,8
13,350.19,350.23,350.19,13897.57,4.632523333333333e-06,993
14,351.92,352.62,351.96,36160500.0,0.0120535,495349
15,,,0.0,4002.001,1.3340003333333334e-06,1000
3,350.19,350.21,350.19,108.0,3.6e-08,1
30,350.19,350.21,350.19,51.0,1.7e-08,1
43,350.19,350.25,350.2,2.0,6.666666666666666e-10,1
8,351.45,352.17,351.47,24.0,8e-09,1
16,,,0.0,0.0,0.0,1
32,350.16,350.17,350.16,176.0026,5.866753333333333e-08,16
33,350.17,350.19,350.17,672.0099,2.240033e-07,32
31,350.2,350.24,350.2,288.0043,9.600143333333334e-08,32
45,350.2,350.26,350.21,21.0,7e-09,1
44,350.2,350.26,350.21,13.0,4.333333333333333e-09,1
17,,,0.0,6003.001,2.0010003333333335e-06,1000
18,,,0.0,55971990.0,0.01865733,999500
19,,,0.0,4002.001,1.3340003333333334e-06,1000
34,350.18,350.2,350.18,46.0,1.5333333333333335e-08,1
20,,,0.0,8.0,2.6666666666666666e-09,1
23,,,0.0,0.0,0.0,1
21,,,0.0,0.0,0.0,1
24,,,0.0,19.0,6.333333333333333e-09,1
22,,,0.0,8433.594,2.811198e-06,124
25,,,0.0,0.0,0.0,1
26,,,0.0,6003.001,2.0010003333333335e-06,1000
27,,,0.0,54972490.0,0.018324163333333334,999500
28,,,0.0,4002.001,1.3340003333333334e-06,1000
29,,,0.0,30.0,1e-08,1
