SubgraphID,Energy,Time,Power,EnergyDelayProduct,IPS,Instructions,FloatInstructions,IntInstructions,Cycles,Frequency,Voltage,TimeWeightedTemp,PeakTemp
0,4.21804e-09,1.76667e-08,0.238757,7.45187e-17,5.66038e+08,10,0,1,53,3e+09,0.6,350.152,350.22
1,4.78235e-09,1.93333e-08,0.247363,9.24588e-17,6.2069e+08,12,0,4,58,3e+09,0.6,350.189,350.57
2,6.17517e-06,2.19202e-05,0.281711,1.35361e-10,1.33491e+09,29261.5,0,23654.6,65760.7,3e+09,0.6,350.188,350.57
3,4.91834e-09,2e-08,0.245917,9.83668e-17,6e+08,12,0,3,60,3e+09,0.6,350.152,350.22
4,4.1485e-10,1.66667e-09,0.24891,6.91417e-19,6e+08,1,0,0,5,3e+09,0.6,350.151,350.21
5,1.07272e-09,4e-09,0.26818,4.29088e-18,7.5e+08,3,0,2,12,3e+09,0.6,350.151,350.19
6,1.80529e-09,7e-09,0.257899,1.26371e-17,7.14286e+08,5,0,3,21,3e+09,0.6,350.153,350.3
7,1.06408e-09,4.33333e-09,0.245557,4.61101e-18,6.92308e+08,3,0,1,13,3e+09,0.6,350.153,350.3
8,2.35661e-10,6.66667e-10,0.353492,1.57108e-19,3e+09,2,0,1,2,3e+09,0.6,350.152,350.29
9,1.85627e-09,6.66667e-09,0.278441,1.23752e-17,1.2e+09,8,0,5,20,3e+09,0.6,350.151,350.23
10,4.90752e-10,1.66667e-09,0.294451,8.17919e-19,1.8e+09,3,0,2,5,3e+09,0.6,350.151,350.21
11,4.76522e-10,2e-09,0.238261,9.53044e-19,5e+08,1,0,0,6,3e+09,0.6,352.338,354.49
12,0.00202059,0.00791459,0.255299,1.59921e-05,1.0003e+09,7.91699e+06,0,1.4412e+06,2.37438e+07,3e+09,0.6,352.338,354.49
13,2.55962e-09,1e-08,0.255962,2.55962e-17,5e+08,5,0,5,30,3e+09,0.6,351.239,353.4
14,0.00168332,0.00659349,0.255301,1.1099e-05,1.00036e+09,6.59589e+06,0,1.201e+06,1.97805e+07,3e+09,0.6,351.239,353.39
15,3.07235e-09,1.13333e-08,0.27109,3.482e-17,7.94118e+08,9,0,9,34,3e+09,0.6,350.151,350.19
16,3.29745e-09,1.4e-08,0.235532,4.61643e-17,5e+08,7,0,0,42,3e+09,0.6,346.768,347.74
17,0.26941,1.79936,0.149725,0.484767,8.02108e+08,1.44329e+09,0,1.3504e+09,5.39809e+09,3e+09,0.6,346.768,351.59
18,3.55527e-09,1.3e-08,0.273482,4.62185e-17,1.15385e+09,15,0,7,39,3e+09,0.6,350.151,350.2
19,5.81686e-09,2.3e-08,0.252907,1.33788e-16,8.26087e+08,19,0,8,69,3e+09,0.6,350.15,350.17
20,4.76522e-10,2e-09,0.238261,9.53044e-19,5e+08,1,0,0,6,3e+09,0.6,350.15,350.17
21,4.76522e-10,2e-09,0.238261,9.53044e-19,5e+08,1,0,0,6,3e+09,0.6,350.15,350.17
22,6.24265e-10,2.33333e-09,0.267542,1.45662e-18,8.57143e+08,2,0,1,7,3e+09,0.6,350.151,350.17
23,6.24265e-10,2.33333e-09,0.267542,1.45662e-18,8.57143e+08,2,0,1,7,3e+09,0.6,350.151,350.17
24,1.48585e-09,5.66667e-09,0.262208,8.41979e-18,7.05882e+08,4,0,3,17,3e+09,0.6,350.15,350.17
25,1.21265e-10,3.33333e-10,0.363794,4.04216e-20,3e+09,1,0,0,1,3e+09,0.6,350.151,350.22
