block_id,temp_max_etc,temp_max_baseline,temp_diff
0,77.0,77.0,0.0
1,77.0,77.0,0.0
4,77.0,77.0,0.0
9,77.0,77.0,0.0
2,77.0,77.0,0.0
5,77.0,77.0,0.0
6,77.0,77.0,0.0
7,77.0,77.0,0.0
17,77.0,77.0,0.0
10,77.0,77.0,0.0
13,77.0,77.0,0.0
16,77.0,77.0,0.0
12,78.69,78.70000000000005,-0.010000000000047748
15,57.49000000000001,57.54000000000002,-0.05000000000001137
11,78.69,78.70000000000005,-0.010000000000047748
14,57.49000000000001,57.54000000000002,-0.05000000000001137
3,77.0,77.0,0.0
19,77.0,77.0,0.0
8,77.0,77.0,0.0
18,77.0,77.0,0.0
20,77.0,77.0,0.0
21,77.0,77.0,0.0
22,77.0,77.0,0.0
23,77.0,77.0,0.0
