SubgraphID,Energy,Time,Power,EnergyDelayProduct,IPS,Instructions,FloatInstructions,IntInstructions,Cycles,Frequency,Voltage,TimeWeightedTemp,PeakTemp
0,4.0332e-09,1.7e-08,0.237247,6.85644e-17,5.29412e+08,9,0,0,51,3e+09,0.6,351.221,353.27
1,4.78235e-09,1.93333e-08,0.247363,9.24588e-17,6.2069e+08,12,0,4,58,3e+09,0.6,351.26,353.42
2,6.17517e-06,2.19202e-05,0.281711,1.35361e-10,1.33491e+09,29261.5,0,23654.6,65760.7,3e+09,0.6,351.26,353.41
3,4.91834e-09,2e-08,0.245917,9.83668e-17,6e+08,12,0,3,60,3e+09,0.6,351.221,353.27
4,4.1485e-10,1.66667e-09,0.24891,6.91417e-19,6e+08,1,0,0,5,3e+09,0.6,351.221,353.26
5,1.07272e-09,4e-09,0.26818,4.29088e-18,7.5e+08,3,0,2,12,3e+09,0.6,351.221,353.25
6,4.76522e-10,2e-09,0.238261,9.53044e-19,5e+08,1,0,0,6,3e+09,0.6,344.164,346
7,0.620077,3.78724,0.163728,2.34838,7.3359e+08,2.77828e+09,0,2.52571e+09,1.13617e+10,3e+09,0.6,344.164,353.9
8,7.58811e-10,3e-09,0.252937,2.27643e-18,3.33333e+08,1,0,1,9,3e+09,0.6,352.301,354.75
9,0.000637469,0.00234883,0.271398,1.49731e-06,8.83609e+08,2.07545e+06,0,1.86693e+06,7.0465e+06,3e+09,0.6,352.301,354.79
10,8.08257e-10,2.33333e-09,0.346396,1.88593e-18,3e+09,7,0,7,7,3e+09,0.6,351.241,353.56
11,0.000822008,0.00300951,0.273137,2.47384e-06,7.67409e+08,2.30952e+06,0,2.09935e+06,9.02852e+06,3e+09,0.6,351.24,353.55
13,1.14878e-09,4.33333e-09,0.265104,4.97806e-18,9.23077e+08,4,0,2,13,3e+09,0.6,351.22,353.24
14,0.00127918,0.00517646,0.247115,6.62163e-06,7.30344e+08,3.7806e+06,0,1.6812e+06,1.55294e+07,3e+09,0.6,351.22,353.23
15,1.80529e-09,7e-09,0.257899,1.26371e-17,7.14286e+08,5,0,3,21,3e+09,0.6,350.153,350.3
16,1.06408e-09,4.33333e-09,0.245557,4.61101e-18,6.92308e+08,3,0,1,13,3e+09,0.6,350.153,350.3
17,2.35661e-10,6.66667e-10,0.353492,1.57108e-19,3e+09,2,0,1,2,3e+09,0.6,350.152,350.29
18,1.85627e-09,6.66667e-09,0.278441,1.23752e-17,1.2e+09,8,0,5,20,3e+09,0.6,350.151,350.23
19,4.90752e-10,1.66667e-09,0.294451,8.17919e-19,1.8e+09,3,0,2,5,3e+09,0.6,350.151,350.21
20,5.06373e-09,2.03333e-08,0.249036,1.02963e-16,6.88525e+08,14,0,6,61,3e+09,0.6,350.15,350.17
21,4.76522e-10,2e-09,0.238261,9.53044e-19,5e+08,1,0,0,6,3e+09,0.6,350.15,350.17
22,4.76522e-10,2e-09,0.238261,9.53044e-19,5e+08,1,0,0,6,3e+09,0.6,350.15,350.17
23,6.24265e-10,2.33333e-09,0.267542,1.45662e-18,8.57143e+08,2,0,1,7,3e+09,0.6,350.151,350.17
24,6.24265e-10,2.33333e-09,0.267542,1.45662e-18,8.57143e+08,2,0,1,7,3e+09,0.6,350.151,350.17
25,1.48585e-09,5.66667e-09,0.262208,8.41979e-18,7.05882e+08,4,0,3,17,3e+09,0.6,350.15,350.17
26,1.21265e-10,3.33333e-10,0.363794,4.04216e-20,3e+09,1,0,0,1,3e+09,0.6,350.151,350.22
