SubgraphID,Energy,Time,Power,EnergyDelayProduct,IPS,Instructions,FloatInstructions,IntInstructions,Cycles,Frequency,Voltage,TimeWeightedTemp,PeakTemp
0,2.2321e-09,8.05556e-09,0.277089,1.79808e-17,6.2069e+08,5,0,0,29,3.6e+09,0.6,350.152,350.23
1,4.66708e-09,1.61111e-08,0.289681,7.51918e-17,7.44827e+08,12,0,4,58,3.6e+09,0.6,350.189,350.6
2,6.04473e-06,1.82669e-05,0.330913,1.10418e-10,1.60189e+09,29261.5,0,23654.6,65760.7,3.6e+09,0.6,350.188,350.6
3,4.79909e-09,1.66667e-08,0.287946,7.99849e-17,7.2e+08,12,0,3,60,3.6e+09,0.6,350.152,350.24
4,4.04912e-10,1.38889e-09,0.291537,5.62378e-19,7.2e+08,1,0,0,5,3.6e+09,0.6,350.151,350.22
5,1.04901e-09,3.33333e-09,0.314703,3.4967e-18,9e+08,3,0,2,12,3.6e+09,0.6,350.151,350.2
6,1.76354e-09,5.83333e-09,0.302321,1.02873e-17,8.57143e+08,5,0,3,21,3.6e+09,0.6,351.275,353.9
7,1.03825e-09,3.61111e-09,0.287515,3.74923e-18,8.30769e+08,3,0,1,13,3.6e+09,0.6,351.275,353.9
8,2.31827e-10,5.55556e-10,0.417289,1.28793e-19,3.6e+09,2,0,1,2,3.6e+09,0.6,351.275,353.89
9,1.81663e-09,5.55556e-09,0.326994,1.00924e-17,1.44e+09,8,0,5,20,3.6e+09,0.6,351.274,353.88
10,4.80793e-10,1.38889e-09,0.346171,6.67768e-19,2.16e+09,3,0,2,5,3.6e+09,0.6,351.274,353.87
11,2.98296e-09,1.05556e-08,0.282597,3.14869e-17,7.57895e+08,8,0,1,38,3.6e+09,0.6,333.555,336.82
12,0.000855475,0.00247876,0.345123,2.12052e-06,1.60157e+09,3.96992e+06,0,2.97719e+06,8.92352e+06,3.6e+09,0.6,333.555,336.99
13,1.28661e-10,2.77778e-10,0.463179,3.57391e-20,3.6e+09,1,0,1,1,3.6e+09,0.6,332.377,336.03
14,5.80738,16.5467,0.350969,96.0932,9.6075e+08,1.58973e+10,0,1.4899e+10,5.95682e+10,3.6e+09,0.6,332.377,351.89
15,1.13853e-09,3.61111e-09,0.315285,4.11135e-18,1.38462e+09,5,0,3,13,3.6e+09,0.6,351.274,353.86
16,0.0027776,0.00946001,0.293615,2.62761e-05,8.48309e+08,8.02501e+06,0,6.02101e+06,3.4056e+07,3.6e+09,0.6,351.274,353.85
17,3.8288e-09,1.33333e-08,0.28716,5.10506e-17,7.5e+08,10,0,3,48,3.6e+09,0.6,350.151,350.2
18,1.83932e-09,6.66667e-09,0.275898,1.22621e-17,6e+08,4,0,0,24,3.6e+09,0.6,337.362,341.51
19,3.78613,8.47147,0.446927,32.074,9.404e+08,7.96657e+09,0,7.29759e+09,3.04973e+10,3.6e+09,0.6,337.362,353.6
20,1.28714e-09,4.44445e-09,0.289606,5.72061e-18,9e+08,4,0,1,16,3.6e+09,0.6,350.151,350.2
21,2.67541e-09,9.16667e-09,0.291863,2.45246e-17,9.81818e+08,9,0,2,33,3.6e+09,0.6,350.15,350.18
22,4.64603e-10,1.66667e-09,0.278762,7.74338e-19,6e+08,1,0,0,6,3.6e+09,0.6,350.15,350.17
23,4.64603e-10,1.66667e-09,0.278762,7.74338e-19,6e+08,1,0,0,6,3.6e+09,0.6,350.15,350.17
24,6.10341e-10,1.94444e-09,0.31389,1.18677e-18,1.02857e+09,2,0,1,7,3.6e+09,0.6,350.151,350.18
25,6.10341e-10,1.94444e-09,0.31389,1.18677e-18,1.02857e+09,2,0,1,7,3.6e+09,0.6,350.151,350.18
26,1.45203e-09,4.72222e-09,0.30749,6.85683e-18,8.47059e+08,4,0,3,17,3.6e+09,0.6,350.151,350.18
27,1.19266e-10,2.77778e-10,0.429359,3.31295e-20,3.6e+09,1,0,0,1,3.6e+09,0.6,350.151,350.23
